=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
1268.2					400.78
1268.4					400.78
1268.6					391.01
1268.8					400.78
1269					391.01
1269.2					391.01
1269.4					381.23
1269.6					381.23
1269.8					361.68
1270					400.78
1270.2					400.78
1270.4					391.01
1270.6					400.78
1270.8					400.78
1271					400.78
1271.2					391.01
1271.4					400.78
1271.6					391.01
1271.8					391.01
1272					381.23
1272.2					391.01
1272.4					391.01
1272.6					391.01
1272.8					391.01
1273					400.78
1273.2					400.78
1273.4					400.78
1273.6					381.23
1273.8					391.01
1274					371.46
1274.2					381.23
1274.4					400.78
1274.6					400.78
1274.8					410.56
1275					400.78
1275.2					410.56
1275.4					400.78
1275.6					391.01
1275.8					381.23
1276					391.01
1276.2					410.56
1276.4					391.01
1276.6					391.01
1276.8					391.01
1277					381.23
1277.2					381.23
1277.4					391.01
1277.6					391.01
1277.8					391.01
1278					400.78
1278.2					410.56
1278.4					400.78
1278.6					400.78
1278.8					391.01
1279					381.23
1279.2					381.23
1279.4					391.01
1279.6					391.01
1279.8					391.01
1280					410.56
1280.2					410.56
1280.4					400.78
1280.6					400.78
1280.8					391.01
1281					400.78
1281.2					400.78
1281.4					420.33
1281.6					420.33
1281.8					400.78
1282					400.78
1282.2					381.23
1282.4					391.01
1282.6					391.01
1282.8					400.78
1283					400.78
1283.2					391.01
1283.4					400.78
1283.6					391.01
1283.8					391.01
1284					371.46
1284.2					371.46
1284.4					391.01
1284.6					381.23
1284.8					381.23
1285					391.01
1285.2					391.01
1285.4					391.01
1285.6					391.01
1285.8					391.01
1286					381.23
1286.2					391.01
1286.4					410.56
1286.6					391.01
1286.8					391.01
1287					400.78
1287.2					391.01
1287.4					371.46
1287.6					371.46
1287.8					410.56
1288					391.01
1288.2					400.78
1288.4					400.78
1288.6					400.78
1288.8					371.46
1289					391.01
1289.2					381.23
1289.4					400.78
1289.6					391.01
1289.8					400.78
1290					391.01
1290.2					400.78
1290.4					391.01
1290.6					400.78
1290.8					391.01
1291					381.23
1291.2					400.78
1291.4					400.78
1291.6					400.78
1291.8					410.56
1292					391.01
1292.2					381.23
1292.4					410.56
1292.6					400.78
1292.8					391.01
1293					420.33
1293.2					410.56
1293.4					391.01
1293.6					400.78
1293.8					400.78
1294					410.56
1294.2					391.01
1294.4					381.23
1294.6					371.46
1294.8					391.01
1295					391.01
1295.2					400.78
1295.4					400.78
1295.6					400.78
1295.8					400.78
1296					400.78
1296.2					400.78
1296.4					400.78
1296.6					391.01
1296.8					400.78
1297					400.78
1297.2					410.56
1297.4					400.78
1297.6					371.46
1297.8					391.01
1298					381.23
1298.2					391.01
1298.4					371.46
1298.6					371.46
1298.8					391.01
1299					400.78
1299.2					391.01
1299.4					381.23
1299.6					381.23
1299.8					391.01
1300					391.01
1300.2					381.23
1300.4					410.56
1300.6					400.78
1300.8					391.01
1301					391.01
1301.2					381.23
1301.4					381.23
1301.6					381.23
1301.8					400.78
1302					420.33
1302.2					410.56
1302.4					400.78
1302.6					400.78
1302.8					400.78
1303					400.78
1303.2					391.01
1303.4					381.23
1303.6					391.01
1303.8					391.01
1304					391.01
1304.2					410.56
1304.4					400.78
1304.6					391.01
1304.8					391.01
1305					381.23
1305.2					381.23
1305.4					400.78
1305.6					391.01
1305.8					400.78
1306					391.01
1306.2					381.23
1306.4					391.01
1306.6					381.23
1306.8					400.78
1307					391.01
1307.2					410.56
1307.4					400.78
1307.6					391.01
1307.8					410.56
1308					410.56
1308.2					410.56
1308.4					400.78
1308.6					400.78
1308.8					400.78
1309					410.56
1309.2					381.23
1309.4					400.78
1309.6					410.56
1309.8					400.78
1310					400.78
1310.2					400.78
1310.4					391.01
1310.6					400.78
1310.8					391.01
1311					410.56
1311.2					371.46
1311.4					400.78
1311.6					400.78
1311.8					391.01
1312					391.01
1312.2					381.23
1312.4					381.23
1312.6					391.01
1312.8					381.23
1313					400.78
1313.2					410.56
1313.4					400.78
1313.6					391.01
1313.8					400.78
1314					391.01
1314.2					400.78
1314.4					391.01
1314.6					410.56
1314.8					410.56
1315					400.78
1315.2					391.01
1315.4					391.01
1315.6					410.56
1315.8					410.56
1316					400.78
1316.2					410.56
1316.4					400.78
1316.6					391.01
1316.8					400.78
1317					400.78
1317.2					410.56
1317.4					391.01
1317.6					391.01
1317.8					410.56
1318					410.56
1318.2					410.56
1318.4					400.78
1318.6					420.33
1318.8					400.78
1319					391.01
1319.2					391.01
1319.4					391.01
1319.6					400.78
1319.8					410.56
1320					400.78
1320.2					400.78
1320.4					400.78
1320.6					400.78
1320.8					400.78
1321					400.78
1321.2					391.01
1321.4					410.56
1321.6					400.78
1321.8					410.56
1322					410.56
1322.2					410.56
1322.4					410.56
1322.6					410.56
1322.8					391.01
1323					400.78
1323.2					400.78
1323.4					400.78
1323.6					420.33
1323.8					391.01
1324					400.78
1324.2					400.78
1324.4					400.78
1324.6					400.78
1324.8					400.78
1325					400.78
1325.2					391.01
1325.4					400.78
1325.6					400.78
1325.8					381.23
1326					400.78
1326.2					400.78
1326.4					410.56
1326.6					391.01
1326.8					400.78
1327					400.78
1327.2					400.78
1327.4					391.01
1327.6					400.78
1327.8					430.11
1328					410.56
1328.2					400.78
1328.4					381.23
1328.6					371.46
1328.8					381.23
1329					400.78
1329.2					400.78
1329.4					381.23
1329.6					410.56
1329.8					400.78
1330					420.33
1330.2					400.78
1330.4					400.78
1330.6					391.01
1330.8					391.01
1331					391.01
1331.2					410.56
1331.4					410.56
1331.6					391.01
1331.8					420.33
1332					391.01
1332.2					400.78
1332.4					400.78
1332.6					391.01
1332.8					391.01
1333					400.78
1333.2					410.56
1333.4					410.56
1333.6					391.01
1333.8					391.01
1334					391.01
1334.2					381.23
1334.4					381.23
1334.6					391.01
1334.8					410.56
1335					391.01
1335.2					400.78
1335.4					400.78
1335.6					391.01
1335.8					391.01
1336					391.01
1336.2					381.23
1336.4					391.01
1336.6					400.78
1336.8					400.78
1337					391.01
1337.2					391.01
1337.4					391.01
1337.6					400.78
1337.8					381.23
1338					400.78
1338.2					400.78
1338.4					400.78
1338.6					400.78
1338.8					400.78
1339					391.01
1339.2					391.01
1339.4					391.01
1339.6					400.78
1339.8					410.56
1340					391.01
1340.2					391.01
1340.4					400.78
1340.6					391.01
1340.8					391.01
1341					381.23
1341.2					391.01
1341.4					400.78
1341.6					400.78
1341.8					400.78
1342					410.56
1342.2					400.78
1342.4					400.78
1342.6					391.01
1342.8					391.01
1343					391.01
1343.2					400.78
1343.4					410.56
1343.6					410.56
1343.8					410.56
1344					400.78
1344.2					400.78
1344.4					400.78
1344.6					410.56
1344.8					420.33
1345					410.56
1345.2					410.56
1345.4					410.56
1345.6					400.78
1345.8					410.56
1346					391.01
1346.2					391.01
1346.4					391.01
1346.6					391.01
1346.8					400.78
1347					400.78
1347.2					410.56
1347.4					400.78
1347.6					391.01
1347.8					381.23
1348					381.23
1348.2					381.23
1348.4					410.56
1348.6					400.78
1348.8					400.78
1349					400.78
1349.2					400.78
1349.4					391.01
1349.6					400.78
1349.8					391.01
1350					400.78
1350.2					400.78
1350.4					400.78
1350.6					410.56
1350.8					410.56
1351					400.78
1351.2					391.01
1351.4					391.01
1351.6					381.23
1351.8					381.23
1352					410.56
1352.2					410.56
1352.4					400.78
1352.6					400.78
1352.8					400.78
1353					391.01
1353.2					391.01
1353.4					410.56
1353.6					410.56
1353.8					410.56
1354					410.56
1354.2					400.78
1354.4					391.01
1354.6					410.56
1354.8					400.78
1355					420.33
1355.2					420.33
1355.4					400.78
1355.6					400.78
1355.8					400.78
1356					400.78
1356.2					400.78
1356.4					400.78
1356.6					391.01
1356.8					391.01
1357					400.78
1357.2					410.56
1357.4					420.33
1357.6					410.56
1357.8					420.33
1358					410.56
1358.2					410.56
1358.4					410.56
1358.6					410.56
1358.8					410.56
1359					410.56
1359.2					410.56
1359.4					400.78
1359.6					381.23
1359.8					371.46
1360					381.23
1360.2					391.01
1360.4					391.01
1360.6					400.78
1360.8					391.01
1361					391.01
1361.2					391.01
1361.4					391.01
1361.6					400.78
1361.8					410.56
1362					410.56
1362.2					420.33
1362.4					410.56
1362.6					420.33
1362.8					420.33
1363					400.78
1363.2					400.78
1363.4					400.78
1363.6					391.01
1363.8					400.78
1364					410.56
1364.2					410.56
1364.4					400.78
1364.6					400.78
1364.8					410.56
1365					420.33
1365.2					410.56
1365.4					391.01
1365.6					400.78
1365.8					400.78
1366					391.01
1366.2					391.01
1366.4					391.01
1366.6					400.78
1366.8					410.56
1367					410.56
1367.2					400.78
1367.4					400.78
1367.6					420.33
1367.8					410.56
1368					420.33
1368.2					410.56
1368.4					400.78
1368.6					342.13
1368.8					342.13
1369					342.13
1369.2					332.36
1369.4					342.13
1369.6					342.13
1369.8					342.13
1370					342.13
1370.2					351.91
1370.4					361.68
1370.6					342.13
1370.8					342.13
1371					332.36
1371.2					332.36
1371.4					361.68
1371.6					342.13
1371.8					351.91
1372					342.13
1372.2					342.13
1372.4					322.58
1372.6					332.36
1372.8					332.36
1373					342.13
1373.2					342.13
1373.4					332.36
1373.6					322.58
1373.8					312.81
1374					332.36
1374.2					342.13
1374.4					342.13
1374.6					332.36
1374.8					332.36
1375					351.91
1375.2					342.13
1375.4					342.13
1375.6					351.91
1375.8					351.91
1376					342.13
1376.2					332.36
1376.4					322.58
1376.6					312.81
1376.8					322.58
1377					342.13
1377.2					342.13
1377.4					332.36
1377.6					342.13
1377.8					342.13
1378					332.36
1378.2					342.13
1378.4					351.91
1378.6					351.91
1378.8					351.91
1379					342.13
1379.2					351.91
1379.4					342.13
1379.6					312.81
1379.8					322.58
1380					351.91
1380.2					332.36
1380.4					342.13
1380.6					332.36
1380.8					332.36
1381					322.58
1381.2					322.58
1381.4					322.58
1381.6					332.36
1381.8					322.58
1382					332.36
1382.2					332.36
1382.4					322.58
1382.6					322.58
1382.8					332.36
1383					322.58
1383.2					322.58
1383.4					322.58
1383.6					351.91
1383.8					322.58
1384					332.36
1384.2					322.58
1384.4					322.58
1384.6					312.81
1384.8					322.58
1385					342.13
1385.2					342.13
1385.4					322.58
1385.6					332.36
1385.8					322.58
1386					322.58
1386.2					332.36
1386.4					322.58
1386.6					312.81
1386.8					322.58
1387					342.13
1387.2					332.36
1387.4					322.58
1387.6					312.81
1387.8					322.58
1388					322.58
1388.2					303.03
1388.4					303.03
1388.6					312.81
1388.8					332.36
1389					312.81
1389.2					322.58
1389.4					312.81
1389.6					312.81
1389.8					303.03
1390					322.58
1390.2					332.36
1390.4					322.58
1390.6					303.03
1390.8					322.58
1391					312.81
1391.2					322.58
1391.4					303.03
1391.6					332.36
1391.8					312.81
1392					312.81
1392.2					322.58
1392.4					332.36
1392.6					322.58
1392.8					322.58
1393					303.03
1393.2					293.26
1393.4					303.03
1393.6					303.03
1393.8					322.58
1394					312.81
1394.2					303.03
1394.4					303.03
1394.6					312.81
1394.8					312.81
1395					312.81
1395.2					312.81
1395.4					322.58
1395.6					303.03
1395.8					312.81
1396					312.81
1396.2					312.81
1396.4					332.36
1396.6					322.58
1396.8					322.58
1397					312.81
1397.2					303.03
1397.4					312.81
1397.6					342.13
1397.8					332.36
1398					322.58
1398.2					322.58
1398.4					312.81
1398.6					312.81
1398.8					312.81
1399					312.81
1399.2					332.36
1399.4					312.81
1399.6					322.58
1399.8					322.58
1400					332.36
1400.2					312.81
1400.4					322.58
1400.6					322.58
1400.8					312.81
1401					312.81
1401.2					322.58
1401.4					332.36
1401.6					332.36
1401.8					322.58
1402					322.58
1402.2					342.13
1402.4					332.36
1402.6					322.58
1402.8					322.58
1403					342.13
1403.2					332.36
1403.4					332.36
1403.6					322.58
1403.8					332.36
1404					322.58
1404.2					332.36
1404.4					322.58
1404.6					322.58
1404.8					312.81
1405					312.81
1405.2					312.81
1405.4					312.81
1405.6					303.03
1405.8					322.58
1406					312.81
1406.2					312.81
1406.4					322.58
1406.6					322.58
1406.8					332.36
1407					322.58
1407.2					312.81
1407.4					322.58
1407.6					322.58
1407.8					342.13
1408					342.13
1408.2					342.13
1408.4					332.36
1408.6					342.13
1408.8					342.13
1409					332.36
1409.2					312.81
1409.4					322.58
1409.6					303.03
1409.8					312.81
1410					322.58
1410.2					312.81
1410.4					332.36
1410.6					303.03
1410.8					312.81
1411					332.36
1411.2					322.58
1411.4					322.58
1411.6					332.36
1411.8					312.81
1412					322.58
1412.2					312.81
1412.4					312.81
1412.6					332.36
1412.8					332.36
1413					322.58
1413.2					322.58
1413.4					312.81
1413.6					312.81
1413.8					312.81
1414					322.58
1414.2					312.81
1414.4					312.81
1414.6					322.58
1414.8					332.36
1415					312.81
1415.2					322.58
1415.4					322.58
1415.6					332.36
1415.8					303.03
1416					312.81
1416.2					342.13
1416.4					332.36
1416.6					342.13
1416.8					312.81
1417					322.58
1417.2					303.03
1417.4					312.81
1417.6					312.81
1417.8					332.36
1418					312.81
1418.2					322.58
1418.4					332.36
1418.6					322.58
1418.8					312.81
1419					312.81
1419.2					322.58
1419.4					332.36
1419.6					312.81
1419.8					322.58
1420					322.58
1420.2					322.58
1420.4					332.36
1420.6					322.58
1420.8					322.58
1421					312.81
1421.2					332.36
1421.4					322.58
1421.6					322.58
1421.8					312.81
1422					332.36
1422.2					332.36
1422.4					322.58
1422.6					332.36
1422.8					342.13
1423					342.13
1423.2					342.13
1423.4					322.58
1423.6					322.58
1423.8					322.58
1424					332.36
1424.2					322.58
1424.4					342.13
1424.6					342.13
1424.8					332.36
1425					332.36
1425.2					342.13
1425.4					322.58
1425.6					312.81
1425.8					342.13
1426					332.36
1426.2					332.36
1426.4					342.13
1426.6					322.58
1426.8					322.58
1427					322.58
1427.2					342.13
1427.4					351.91
1427.6					351.91
1427.8					351.91
1428					342.13
1428.2					342.13
1428.4					332.36
1428.6					322.58
1428.8					332.36
1429					332.36
1429.2					342.13
1429.4					342.13
1429.6					351.91
1429.8					332.36
1430					332.36
1430.2					322.58
1430.4					322.58
1430.6					342.13
1430.8					332.36
1431					332.36
1431.2					332.36
1431.4					332.36
1431.6					332.36
1431.8					322.58
1432					322.58
1432.2					342.13
1432.4					342.13
1432.6					332.36
1432.8					332.36
1433					332.36
1433.2					332.36
1433.4					332.36
1433.6					322.58
1433.8					332.36
1434					351.91
1434.2					332.36
1434.4					332.36
1434.6					342.13
1434.8					332.36
1435					332.36
1435.2					342.13
1435.4					342.13
1435.6					322.58
1435.8					332.36
1436					332.36
1436.2					351.91
1436.4					332.36
1436.6					342.13
1436.8					322.58
1437					342.13
1437.2					332.36
1437.4					332.36
1437.6					332.36
1437.8					332.36
1438					342.13
1438.2					342.13
1438.4					332.36
1438.6					322.58
1438.8					332.36
1439					332.36
1439.2					332.36
1439.4					332.36
1439.6					332.36
1439.8					342.13
1440					351.91
1440.2					342.13
1440.4					342.13
1440.6					342.13
1440.8					342.13
1441					332.36
1441.2					342.13
1441.4					351.91
1441.6					361.68
1441.8					342.13
1442					332.36
1442.2					332.36
1442.4					312.81
1442.6					312.81
1442.8					332.36
1443					322.58
1443.2					332.36
1443.4					332.36
1443.6					351.91
1443.8					342.13
1444					332.36
1444.2					342.13
1444.4					332.36
1444.6					361.68
1444.8					342.13
1445					342.13
1445.2					342.13
1445.4					351.91
1445.6					342.13
1445.8					332.36
1446					342.13
1446.2					322.58
1446.4					322.58
1446.6					332.36
1446.8					332.36
1447					342.13
1447.2					332.36
1447.4					332.36
1447.6					342.13
1447.8					342.13
1448					332.36
1448.2					332.36
1448.4					322.58
1448.6					332.36
1448.8					332.36
1449					351.91
1449.2					351.91
1449.4					342.13
1449.6					351.91
1449.8					332.36
1450					342.13
1450.2					332.36
1450.4					342.13
1450.6					332.36
1450.8					342.13
1451					342.13
1451.2					342.13
1451.4					351.91
1451.6					332.36
1451.8					332.36
1452					322.58
1452.2					342.13
1452.4					332.36
1452.6					332.36
1452.8					342.13
1453					351.91
1453.2					332.36
1453.4					342.13
1453.6					322.58
1453.8					312.81
1454					322.58
1454.2					342.13
1454.4					342.13
1454.6					342.13
1454.8					342.13
1455					332.36
1455.2					332.36
1455.4					322.58
1455.6					322.58
1455.8					351.91
1456					342.13
1456.2					351.91
1456.4					332.36
1456.6					332.36
1456.8					351.91
1457					332.36
1457.2					332.36
1457.4					342.13
1457.6					351.91
1457.8					361.68
1458					332.36
1458.2					342.13
1458.4					332.36
1458.6					342.13
1458.8					322.58
1459					332.36
1459.2					342.13
1459.4					342.13
1459.6					342.13
1459.8					332.36
1460					351.91
1460.2					332.36
1460.4					322.58
1460.6					342.13
1460.8					332.36
1461					332.36
1461.2					342.13
1461.4					342.13
1461.6					332.36
1461.8					332.36
1462					322.58
1462.2					342.13
1462.4					351.91
1462.6					342.13
1462.8					351.91
1463					351.91
1463.2					361.68
1463.4					361.68
1463.6					342.13
1463.8					351.91
1464					361.68
1464.2					351.91
1464.4					332.36
1464.6					332.36
1464.8					342.13
1465					351.91
1465.2					342.13
1465.4					342.13
1465.6					342.13
1465.8					342.13
1466					351.91
1466.2					361.68
1466.4					361.68
1466.6					351.91
1466.8					361.68
1467					371.46
1467.2					361.68
1467.4					361.68
1467.6					381.23
1467.8					342.13
1468					351.91
1468.2					342.13
1468.4					351.91
1468.6					342.13
1468.8					361.68
1469					342.13
1469.2					342.13
1469.4					342.13
1469.6					351.91
1469.8					351.91
1470					361.68
1470.2					351.91
1470.4					351.91
1470.6					342.13
1470.8					351.91
1471					351.91
1471.2					342.13
1471.4					342.13
1471.6					342.13
1471.8					351.91
1472					361.68
1472.2					361.68
1472.4					361.68
1472.6					351.91
1472.8					342.13
1473					351.91
1473.2					351.91
1473.4					351.91
1473.6					351.91
1473.8					361.68
1474					361.68
1474.2					351.91
1474.4					342.13
1474.6					361.68
1474.8					351.91
1475					351.91
1475.2					371.46
1475.4					371.46
1475.6					371.46
1475.8					361.68
1476					371.46
1476.2					361.68
1476.4					361.68
1476.6					342.13
1476.8					361.68
1477					361.68
1477.2					371.46
1477.4					351.91
1477.6					361.68
1477.8					342.13
1478					351.91
1478.2					342.13
1478.4					361.68
1478.6					361.68
1478.8					342.13
1479					351.91
1479.2					351.91
1479.4					332.36
1479.6					322.58
1479.8					332.36
1480					351.91
1480.2					342.13
1480.4					361.68
1480.6					361.68
1480.8					351.91
1481					342.13
1481.2					351.91
1481.4					342.13
1481.6					351.91
1481.8					361.68
1482					361.68
1482.2					342.13
1482.4					351.91
1482.6					342.13
1482.8					351.91
1483					322.58
1483.2					332.36
1483.4					332.36
1483.6					361.68
1483.8					361.68
1484					361.68
1484.2					351.91
1484.4					351.91
1484.6					351.91
1484.8					342.13
1485					332.36
1485.2					342.13
1485.4					351.91
1485.6					361.68
1485.8					361.68
1486					351.91
1486.2					342.13
1486.4					361.68
1486.6					361.68
1486.8					351.91
1487					351.91
1487.2					361.68
1487.4					351.91
1487.6					351.91
1487.8					342.13
1488					322.58
1488.2					332.36
1488.4					342.13
1488.6					351.91
1488.8					351.91
1489					361.68
1489.2					351.91
1489.4					351.91
1489.6					381.23
1489.8					351.91
1490					351.91
1490.2					342.13
1490.4					361.68
1490.6					351.91
1490.8					342.13
1491					371.46
1491.2					361.68
1491.4					361.68
1491.6					371.46
1491.8					361.68
1492					351.91
1492.2					351.91
1492.4					351.91
1492.6					361.68
1492.8					342.13
1493					351.91
1493.2					351.91
1493.4					361.68
1493.6					351.91
1493.8					361.68
1494					371.46
1494.2					342.13
1494.4					371.46
1494.6					342.13
1494.8					361.68
1495					361.68
1495.2					371.46
1495.4					351.91
1495.6					361.68
1495.8					361.68
1496					361.68
1496.2					351.91
1496.4					351.91
1496.6					342.13
1496.8					351.91
1497					351.91
1497.2					371.46
1497.4					361.68
1497.6					381.23
1497.8					361.68
1498					361.68
1498.2					361.68
1498.4					351.91
1498.6					361.68
1498.8					342.13
1499					361.68
1499.2					342.13
1499.4					351.91
1499.6					361.68
1499.8					361.68
1500					371.46
1500.2					351.91
1500.4					361.68
1500.6					361.68
1500.8					361.68
1501					361.68
1501.2					351.91
1501.4					371.46
1501.6					371.46
1501.8					361.68
1502					371.46
1502.2					381.23
1502.4					371.46
1502.6					371.46
1502.8					371.46
1503					371.46
1503.2					351.91
1503.4					342.13
1503.6					361.68
1503.8					371.46
1504					361.68
1504.2					361.68
1504.4					342.13
1504.6					361.68
1504.8					361.68
1505					371.46
1505.2					371.46
1505.4					342.13
1505.6					351.91
1505.8					351.91
1506					351.91
1506.2					361.68
1506.4					371.46
1506.6					361.68
1506.8					371.46
1507					371.46
1507.2					371.46
1507.4					361.68
1507.6					371.46
1507.8					391.01
1508					371.46
1508.2					361.68
1508.4					361.68
1508.6					351.91
1508.8					381.23
1509					371.46
1509.2					371.46
1509.4					371.46
1509.6					381.23
1509.8					381.23
1510					371.46
1510.2					371.46
1510.4					361.68
1510.6					361.68
1510.8					361.68
1511					351.91
1511.2					351.91
1511.4					351.91
1511.6					361.68
1511.8					371.46
1512					371.46
1512.2					361.68
1512.4					371.46
1512.6					371.46
1512.8					381.23
1513					361.68
1513.2					361.68
1513.4					371.46
1513.6					371.46
1513.8					361.68
1514					361.68
1514.2					371.46
1514.4					371.46
1514.6					391.01
1514.8					381.23
1515					371.46
1515.2					381.23
1515.4					361.68
1515.6					361.68
1515.8					361.68
1516					361.68
1516.2					371.46
1516.4					351.91
1516.6					332.36
1516.8					361.68
1517					371.46
1517.2					361.68
1517.4					361.68
1517.6					351.91
1517.8					371.46
1518					371.46
1518.2					371.46
1518.4					381.23
1518.6					361.68
1518.8					371.46
1519					381.23
1519.2					381.23
1519.4					381.23
1519.6					361.68
1519.8					381.23
1520					381.23
1520.2					361.68
1520.4					371.46
1520.6					371.46
1520.8					381.23
1521					371.46
1521.2					361.68
1521.4					381.23
1521.6					371.46
1521.8					351.91
1522					361.68
1522.2					361.68
1522.4					371.46
1522.6					361.68
1522.8					371.46
1523					381.23
1523.2					381.23
1523.4					381.23
1523.6					371.46
1523.8					381.23
1524					361.68
1524.2					371.46
1524.4					361.68
1524.6					381.23
1524.8					391.01
1525					381.23
1525.2					351.91
1525.4					381.23
1525.6					371.46
1525.8					371.46
1526					371.46
1526.2					381.23
1526.4					361.68
1526.6					371.46
1526.8					371.46
1527					361.68
1527.2					371.46
1527.4					361.68
1527.6					371.46
1527.8					381.23
1528					381.23
1528.2					381.23
1528.4					381.23
1528.6					381.23
1528.8					381.23
1529					381.23
1529.2					371.46
1529.4					371.46
1529.6					391.01
1529.8					391.01
1530					371.46
1530.2					371.46
1530.4					381.23
1530.6					371.46
1530.8					361.68
1531					371.46
1531.2					371.46
1531.4					351.91
1531.6					361.68
1531.8					371.46
1532					381.23
1532.2					391.01
1532.4					371.46
1532.6					391.01
1532.8					371.46
1533					371.46
1533.2					381.23
1533.4					371.46
1533.6					381.23
1533.8					371.46
1534					391.01
1534.2					361.68
1534.4					391.01
1534.6					381.23
1534.8					381.23
1535					391.01
1535.2					391.01
1535.4					371.46
1535.6					391.01
1535.8					371.46
1536					391.01
1536.2					391.01
1536.4					391.01
1536.6					391.01
1536.8					400.78
1537					391.01
1537.2					400.78
1537.4					391.01
1537.6					381.23
1537.8					371.46
1538					381.23
1538.2					391.01
1538.4					391.01
1538.6					381.23
1538.8					400.78
1539					391.01
1539.2					381.23
1539.4					391.01
1539.6					391.01
1539.8					381.23
1540					371.46
1540.2					391.01
1540.4					381.23
1540.6					400.78
1540.8					400.78
1541					391.01
1541.2					400.78
1541.4					400.78
1541.6					381.23
1541.8					391.01
1542					391.01
1542.2					391.01
1542.4					381.23
1542.6					391.01
1542.8					400.78
1543					391.01
1543.2					400.78
1543.4					400.78
1543.6					400.78
1543.8					381.23
1544					361.68
1544.2					391.01
1544.4					400.78
1544.6					410.56
1544.8					400.78
1545					400.78
1545.2					410.56
1545.4					410.56
1545.6					400.78
1545.8					400.78
1546					410.56
1546.2					400.78
1546.4					381.23
1546.6					391.01
1546.8					371.46
1547					400.78
1547.2					381.23
1547.4					381.23
1547.6					381.23
1547.8					381.23
1548					381.23
1548.2					371.46
1548.4					381.23
1548.6					381.23
1548.8					371.46
1549					371.46
1549.2					381.23
1549.4					381.23
1549.6					381.23
1549.8					381.23
1550					391.01
1550.2					381.23
1550.4					381.23
1550.6					381.23
1550.8					381.23
1551					381.23
1551.2					391.01
1551.4					391.01
1551.6					381.23
1551.8					381.23
1552					400.78
1552.2					410.56
1552.4					391.01
1552.6					400.78
1552.8					391.01
1553					391.01
1553.2					381.23
1553.4					381.23
1553.6					381.23
1553.8					391.01
1554					381.23
1554.2					381.23
1554.4					400.78
1554.6					400.78
1554.8					400.78
1555					381.23
1555.2					400.78
1555.4					391.01
1555.6					381.23
1555.8					381.23
1556					391.01
1556.2					400.78
1556.4					400.78
1556.6					381.23
1556.8					420.33
1557					400.78
1557.2					400.78
1557.4					391.01
1557.6					381.23
1557.8					391.01
1558					361.68
1558.2					391.01
1558.4					391.01
1558.6					391.01
1558.8					391.01
1559					400.78
1559.2					400.78
1559.4					410.56
1559.6					391.01
1559.8					391.01
1560					400.78
1560.2					381.23
1560.4					381.23
1560.6					371.46
1560.8					391.01
1561					391.01
1561.2					381.23
1561.4					391.01
1561.6					391.01
1561.8					400.78
1562					391.01
1562.2					391.01
1562.4					381.23
1562.6					371.46
1562.8					381.23
1563					400.78
1563.2					391.01
1563.4					400.78
1563.6					400.78
1563.8					400.78
1564					400.78
1564.2					400.78
1564.4					381.23
1564.6					391.01
1564.8					410.56
1565					381.23
1565.2					381.23
1565.4					381.23
1565.6					381.23
1565.8					381.23
1566					391.01
1566.2					381.23
1566.4					381.23
1566.6					391.01
1566.8					391.01
1567					391.01
1567.2					391.01
1567.4					381.23
1567.6					381.23
1567.8					391.01
1568					381.23
1568.2					391.01
1568.4					381.23
1568.6					391.01
1568.8					400.78
1569					400.78
1569.2					410.56
1569.4					391.01
1569.6					410.56
1569.8					391.01
1570					400.78
1570.2					391.01
1570.4					391.01
1570.6					381.23
1570.8					400.78
1571					391.01
1571.2					410.56
1571.4					410.56
1571.6					400.78
1571.8					400.78
1572					391.01
1572.2					400.78
1572.4					400.78
1572.6					400.78
1572.8					400.78
1573					391.01
1573.2					381.23
1573.4					391.01
1573.6					391.01
1573.8					410.56
1574					400.78
1574.2					410.56
1574.4					400.78
1574.6					410.56
1574.8					410.56
1575					391.01
1575.2					400.78
1575.4					391.01
1575.6					381.23
1575.8					400.78
1576					371.46
1576.2					381.23
1576.4					391.01
1576.6					391.01
1576.8					410.56
1577					391.01
1577.2					400.78
1577.4					400.78
1577.6					400.78
1577.8					391.01
1578					391.01
1578.2					391.01
1578.4					391.01
1578.6					381.23
1578.8					400.78
1579					400.78
1579.2					400.78
1579.4					410.56
1579.6					400.78
1579.8					400.78
1580					391.01
1580.2					391.01
1580.4					400.78
1580.6					410.56
1580.8					420.33
1581					420.33
1581.2					420.33
1581.4					410.56
1581.6					400.78
1581.8					400.78
1582					410.56
1582.2					420.33
1582.4					391.01
1582.6					400.78
1582.8					420.33
1583					410.56
1583.2					420.33
1583.4					420.33
1583.6					420.33
1583.8					410.56
1584					410.56
1584.2					400.78
1584.4					400.78
1584.6					400.78
1584.8					391.01
1585					381.23
1585.2					400.78
1585.4					400.78
1585.6					400.78
1585.8					391.01
1586					410.56
1586.2					400.78
1586.4					391.01
1586.6					391.01
1586.8					391.01
1587					391.01
1587.2					391.01
1587.4					381.23
1587.6					391.01
1587.8					400.78
1588					391.01
1588.2					400.78
1588.4					381.23
1588.6					371.46
1588.8					381.23
1589					391.01
1589.2					381.23
1589.4					400.78
1589.6					400.78
1589.8					400.78
1590					410.56
1590.2					410.56
1590.4					400.78
1590.6					391.01
