Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
156.8,2,3.24,371.46,473.28
157,2,3.24,371.46,473.28
157.2,2,3.24,351.91,473.28
157.4,2,3.24,371.46,473.28
157.6,1.99,3.24,361.68,472.17
157.8,1.99,3.24,391.01,472.17
158,1.99,3.24,391.01,472.17
158.2,1.99,3.24,381.23,472.17
158.4,1.99,3.24,381.23,472.17
158.6,1.99,3.24,361.68,472.17
158.8,2,3.24,351.91,473.28
159,2,3.24,332.36,473.28
159.2,2,3.24,312.81,473.28
159.4,2,3.24,322.58,473.28
159.6,2.01,3.24,322.58,474.38
159.8,1.99,3.24,312.81,472.17
160,1.99,3.24,322.58,472.17
160.2,2,3.24,322.58,473.28
160.4,2,3.24,322.58,473.28
160.6,1.99,3.24,312.81,472.17
160.8,1.99,3.24,342.13,472.17
161,1.99,3.24,332.36,472.17
161.2,1.98,3.24,342.13,471.07
161.4,1.99,3.24,361.68,472.17
161.6,2,3.24,342.13,473.28
161.8,2,3.24,342.13,473.28
162,2,3.24,332.36,473.28
162.2,2,3.24,332.36,473.28
162.4,2,3.24,332.36,473.28
162.6,1.99,3.24,312.81,472.17
162.8,1.99,3.24,342.13,472.17
163,2,3.24,342.13,473.28
163.2,2,3.24,322.58,473.28
163.4,1.99,3.24,322.58,472.17
163.6,2,3.24,332.36,473.28
163.8,1.99,3.24,342.13,472.17
164,1.99,3.24,332.36,472.17
164.2,2,3.24,342.13,473.28
164.4,2,3.24,322.58,473.28
164.6,2,3.24,332.36,473.28
164.8,2,3.24,322.58,473.28
165,2,3.24,332.36,473.28
165.2,1.99,3.24,342.13,472.17
165.4,2,3.14,312.81,481.37
165.6,2,3.14,303.03,481.37
165.8,2,3.14,293.26,481.37
166,2,3.14,312.81,481.37
166.2,2,3.14,303.03,481.37
166.4,2,3.14,303.03,481.37
166.6,1.99,3.14,312.81,480.25
166.8,1.99,3.14,322.58,480.25
167,2,3.14,342.13,481.37
167.2,2,3.14,322.58,481.37
167.4,2,3.14,322.58,481.37
167.6,2,3.14,312.81,481.37
167.8,1.99,3.14,332.36,480.25
168,2,3.14,332.36,481.37
168.2,1.99,3.14,332.36,480.25
168.4,1.99,3.14,361.68,480.25
168.6,2,3.14,332.36,481.37
168.8,1.99,3.14,332.36,480.25
169,2,3.14,342.13,481.37
169.2,2,3.14,332.36,481.37
169.4,2,3.14,332.36,481.37
169.6,1.99,3.14,332.36,480.25
169.8,2,3.14,361.68,481.37
170,2,3.14,351.91,481.37
170.2,1.99,3.14,381.23,480.25
170.4,1.99,3.14,361.68,480.25
170.6,2,3.14,342.13,481.37
170.8,2,3.14,351.91,481.37
171,1.99,3.14,332.36,480.25
171.2,2,3.14,322.58,481.37
171.4,1.98,3.14,312.81,479.12
171.6,1.99,3.03,322.58,488.75
171.8,2,3.03,312.81,489.89
172,2,3.03,312.81,489.89
172.2,2,3.03,312.81,489.89
172.4,2,3.03,332.36,489.89
172.6,1.99,3.03,332.36,488.75
172.8,1.99,3.03,332.36,488.75
173,2,3.03,351.91,489.89
173.2,2,3.03,342.13,489.89
173.4,2,3.03,312.81,489.89
173.6,2,3.03,322.58,489.89
173.8,2,3.03,322.58,489.89
174,1.99,3.03,322.58,488.75
174.2,1.99,3.03,342.13,488.75
174.4,1.99,3.03,322.58,488.75
174.6,2,3.03,332.36,489.89
174.8,2,3.03,332.36,489.89
175,2,3.03,351.91,489.89
175.2,2,3.03,342.13,489.89
175.4,1.99,3.03,342.13,488.75
175.6,2,3.03,351.91,489.89
175.8,2,3.03,351.91,489.89
176,2,3.03,332.36,489.89
176.2,2,3.03,351.91,489.89
176.4,2,3.03,322.58,489.89
176.6,2,3.03,332.36,489.89
176.8,2,3.03,322.58,489.89
177,1.99,3.03,342.13,488.75
177.2,2,3.03,332.36,489.89
177.4,2,3.03,312.81,489.89
177.6,2,3.03,342.13,489.89
177.8,2,3.03,322.58,489.89
178,1.99,3.03,312.81,488.75
178.2,1.99,3.03,342.13,488.75
178.4,1.99,3.03,332.36,488.75
178.6,1.99,2.92,342.13,497.72
178.8,2,2.92,332.36,498.88
179,2,2.92,332.36,498.88
179.2,2,2.92,342.13,498.88
179.4,2,2.92,351.91,498.88
179.6,1.99,2.92,351.91,497.72
179.8,1.99,2.92,351.91,497.72
180,2,2.92,351.91,498.88
180.2,2,2.92,332.36,498.88
180.4,2,2.92,322.58,498.88
180.6,1.99,2.92,332.36,497.72
180.8,2,2.92,351.91,498.88
181,1.99,2.92,342.13,497.72
181.2,2,2.92,332.36,498.88
181.4,2,2.92,332.36,498.88
181.6,1.99,2.92,312.81,497.72
181.8,2,2.92,332.36,498.88
182,2,2.92,342.13,498.88
182.2,1.99,2.92,332.36,497.72
182.4,2,2.92,332.36,498.88
182.6,2,2.92,332.36,498.88
182.8,2,2.92,342.13,498.88
183,1.99,2.92,351.91,497.72
183.2,1.99,2.92,351.91,497.72
183.4,1.99,2.92,351.91,497.72
183.6,2,2.92,351.91,498.88
183.8,2.01,2.92,342.13,500.04
184,2,2.92,322.58,498.88
184.2,2,2.92,332.36,498.88
184.4,2,2.92,342.13,498.88
184.6,1.99,2.92,351.91,497.72
184.8,1.99,2.92,351.91,497.72
185,2,2.92,322.58,498.88
185.2,2,2.92,342.13,498.88
185.4,2,2.92,322.58,498.88
185.6,2,2.92,342.13,498.88
185.8,1.99,2.81,332.36,507.2
186,1.98,2.81,342.13,506.01
186.2,1.99,2.81,351.91,507.2
186.4,2,2.81,361.68,508.38
186.6,2,2.81,332.36,508.38
186.8,1.99,2.81,332.36,507.2
187,2,2.81,322.58,508.38
187.2,2,2.81,332.36,508.38
187.4,2,2.81,322.58,508.38
187.6,1.99,2.81,342.13,507.2
187.8,2,2.81,332.36,508.38
188,2,2.81,322.58,508.38
188.2,2,2.81,332.36,508.38
188.4,2,2.81,322.58,508.38
188.6,2,2.81,322.58,508.38
188.8,1.99,2.81,322.58,507.2
189,2,2.81,303.03,508.38
189.2,1.99,2.81,332.36,507.2
189.4,2,2.81,332.36,508.38
189.6,2,2.81,342.13,508.38
189.8,2,2.81,322.58,508.38
190,2,2.81,332.36,508.38
190.2,2,2.81,351.91,508.38
190.4,1.99,2.81,361.68,507.2
190.6,2,2.81,332.36,508.38
190.8,2,2.81,351.91,508.38
191,2,2.81,322.58,508.38
191.2,2,2.81,322.58,508.38
191.4,1.99,2.81,332.36,507.2
191.6,1.99,2.81,332.36,507.2
191.8,1.99,2.81,342.13,507.2
192,2,2.81,342.13,508.38
192.2,2,2.81,342.13,508.38
192.4,2,2.81,332.36,508.38
192.6,2,2.81,332.36,508.38
192.8,1.99,2.81,351.91,507.2
193,2,2.81,332.36,508.38
193.2,2,2.7,322.58,518.45
193.4,2,2.7,332.36,518.45
193.6,2,2.7,342.13,518.45
193.8,2,2.7,332.36,518.45
194,1.99,2.7,332.36,517.24
194.2,1.99,2.7,322.58,517.24
194.4,1.99,2.7,332.36,517.24
194.6,1.98,2.7,332.36,516.03
194.8,1.99,2.7,332.36,517.24
195,1.99,2.7,332.36,517.24
195.2,2,2.7,322.58,518.45
195.4,1.99,2.7,312.81,517.24
195.6,2,2.7,312.81,518.45
195.8,1.99,2.7,332.36,517.24
196,2,2.7,322.58,518.45
196.2,1.99,2.7,332.36,517.24
196.4,1.99,2.7,332.36,517.24
196.6,2,2.7,342.13,518.45
196.8,1.99,2.7,332.36,517.24
197,2,2.7,342.13,518.45
197.2,1.99,2.7,332.36,517.24
197.4,1.99,2.7,312.81,517.24
197.6,1.98,2.7,322.58,516.03
197.8,1.99,2.7,332.36,517.24
198,2,2.7,332.36,518.45
198.2,2.01,2.7,322.58,519.65
198.4,2,2.7,332.36,518.45
198.6,2,2.7,312.81,518.45
198.8,2,2.7,322.58,518.45
199,2,2.7,332.36,518.45
199.2,1.99,2.7,342.13,517.24
199.4,1.99,2.7,342.13,517.24
199.6,2,2.7,342.13,518.45
199.8,2,2.7,342.13,518.45
200,2,2.59,342.13,529.14
200.2,2,2.59,322.58,529.14
200.4,1.99,2.59,332.36,527.91
200.6,1.99,2.59,342.13,527.91
200.8,1.99,2.59,342.13,527.91
201,2.01,2.59,342.13,530.37
201.2,2,2.59,351.91,529.14
201.4,2.01,2.59,312.81,530.37
201.6,2,2.59,342.13,529.14
201.8,1.99,2.59,322.58,527.91
202,1.99,2.59,351.91,527.91
202.2,2,2.59,322.58,529.14
202.4,2,2.59,322.58,529.14
202.6,2,2.59,312.81,529.14
202.8,2,2.59,312.81,529.14
203,1.99,2.59,303.03,527.91
203.2,1.99,2.59,322.58,527.91
203.4,1.99,2.59,322.58,527.91
203.6,2,2.59,322.58,529.14
203.8,1.99,2.59,342.13,527.91
204,1.99,2.59,342.13,527.91
204.2,2,2.59,342.13,529.14
204.4,2,2.59,342.13,529.14
204.6,1.99,2.59,361.68,527.91
204.8,1.99,2.59,361.68,527.91
205,2,2.59,351.91,529.14
205.2,2,2.59,351.91,529.14
205.4,2,2.59,342.13,529.14
205.6,2,2.59,342.13,529.14
205.8,1.99,2.59,351.91,527.91
206,1.99,2.59,351.91,527.91
206.2,2,2.59,351.91,529.14
206.4,2,2.59,351.91,529.14
206.6,2,2.59,361.68,529.14
206.8,2,2.49,342.13,540.52
207,1.99,2.49,342.13,539.26
207.2,2.01,2.49,351.91,541.78
207.4,1.99,2.49,351.91,539.26
207.6,2,2.49,332.36,540.52
207.8,1.99,2.49,332.36,539.26
208,1.99,2.49,322.58,539.26
208.2,2.01,2.49,342.13,541.78
208.4,2,2.49,332.36,540.52
208.6,2,2.49,322.58,540.52
208.8,1.99,2.49,342.13,539.26
209,1.99,2.49,342.13,539.26
209.2,1.99,2.49,351.91,539.26
209.4,2,2.49,351.91,540.52
209.6,2,2.49,351.91,540.52
209.8,2,2.49,351.91,540.52
210,2,2.49,342.13,540.52
210.2,2,2.49,332.36,540.52
210.4,2,2.49,342.13,540.52
210.6,1.99,2.49,351.91,539.26
210.8,1.99,2.49,351.91,539.26
211,2,2.49,342.13,540.52
211.2,2,2.49,342.13,540.52
211.4,2,2.49,342.13,540.52
211.6,2,2.49,351.91,540.52
211.8,2,2.49,342.13,540.52
212,1.99,2.49,371.46,539.26
212.2,2,2.49,371.46,540.52
212.4,2,2.49,361.68,540.52
212.6,2,2.49,361.68,540.52
212.8,2,2.49,351.91,540.52
213,2,2.49,351.91,540.52
213.2,2,2.49,351.91,540.52
213.4,1.99,2.49,351.91,539.26
213.6,1.99,2.49,371.46,539.26
213.8,2,2.49,381.23,540.52
214,2,2.49,371.46,540.52
214.2,2,2.49,381.23,540.52
214.4,2,2.49,381.23,540.52
214.6,2,2.49,361.68,540.52
214.8,1.99,2.49,371.46,539.26
215,1.99,2.49,371.46,539.26
215.2,1.99,2.49,361.68,539.26
215.4,2,2.49,361.68,540.52
215.6,2,2.49,351.91,540.52
215.8,2,2.49,351.91,540.52
216,2,2.49,351.91,540.52
216.2,1.99,2.49,351.91,539.26
216.4,2,2.38,361.68,552.67
216.6,2,2.38,361.68,552.67
216.8,2,2.38,361.68,552.67
217,2,2.38,351.91,552.67
217.2,1.99,2.38,361.68,551.38
217.4,1.99,2.38,371.46,551.38
217.6,1.99,2.38,361.68,551.38
217.8,2,2.38,361.68,552.67
218,1.99,2.38,361.68,551.38
218.2,2,2.38,342.13,552.67
218.4,1.99,2.38,342.13,551.38
218.6,2,2.38,342.13,552.67
218.8,1.99,2.38,371.46,551.38
219,2,2.38,371.46,552.67
219.2,2,2.38,361.68,552.67
219.4,2,2.38,351.91,552.67
219.6,2,2.38,351.91,552.67
219.8,1.99,2.38,361.68,551.38
220,2,2.38,381.23,552.67
220.2,2,2.38,371.46,552.67
220.4,2.01,2.38,361.68,553.95
220.6,2,2.38,351.91,552.67
220.8,2,2.38,361.68,552.67
221,1.99,2.38,361.68,551.38
221.2,1.99,2.38,381.23,551.38
221.4,2.01,2.38,371.46,553.95
221.6,2,2.38,371.46,552.67
221.8,2,2.38,371.46,552.67
222,2,2.38,361.68,552.67
222.2,1.98,2.38,381.23,550.09
222.4,1.99,2.38,371.46,551.38
222.6,2,2.38,361.68,552.67
222.8,2,2.38,371.46,552.67
223,2,2.38,361.68,552.67
223.2,2,2.38,371.46,552.67
223.4,2,2.38,381.23,552.67
223.6,1.98,2.38,381.23,550.09
223.8,1.99,2.38,381.23,551.38
224,2,2.38,361.68,552.67
224.2,2,2.38,361.68,552.67
224.4,1.99,2.38,371.46,551.38
224.6,1.99,2.38,371.46,551.38
224.8,1.99,2.38,381.23,551.38
225,1.99,2.38,381.23,551.38
225.2,2,2.38,361.68,552.67
225.4,2,2.38,361.68,552.67
225.6,2,2.38,351.91,552.67
225.8,2,2.38,342.13,552.67
226,2,2.38,351.91,552.67
226.2,1.99,2.38,371.46,551.38
226.4,1.99,2.38,371.46,551.38
226.6,2,2.38,361.68,552.67
226.8,2,2.38,361.68,552.67
227,2,2.38,381.23,552.67
227.2,1.99,2.38,371.46,551.38
227.4,1.99,2.38,400.78,551.38
227.6,1.99,2.38,381.23,551.38
227.8,2,2.38,371.46,552.67
228,2,2.38,381.23,552.67
228.2,2,2.38,371.46,552.67
228.4,2,2.38,371.46,552.67
228.6,2,2.38,381.23,552.67
228.8,1.99,2.38,361.68,551.38
229,2.01,2.38,361.68,553.95
229.2,2,2.38,361.68,552.67
229.4,1.99,2.38,342.13,551.38
229.6,2,2.38,351.91,552.67
229.8,1.99,2.38,361.68,551.38
230,1.98,2.38,371.46,550.09
230.2,1.99,2.38,361.68,551.38
230.4,1.99,2.38,351.91,551.38
230.6,2,2.38,351.91,552.67
230.8,2,2.38,361.68,552.67
231,1.99,2.38,371.46,551.38
231.2,2,2.38,371.46,552.67
231.4,1.99,2.38,381.23,551.38
231.6,1.99,2.38,381.23,551.38
231.8,2,2.38,381.23,552.67
232,2,2.38,381.23,552.67
232.2,2,2.38,391.01,552.67
232.4,1.99,2.38,381.23,551.38
232.6,1.99,2.38,381.23,551.38
232.8,1.99,2.38,371.46,551.38
233,2,2.38,371.46,552.67
233.2,2,2.38,361.68,552.67
233.4,2,2.38,351.91,552.67
233.6,1.99,2.38,351.91,551.38
233.8,2.01,2.38,361.68,553.95
234,2,2.38,351.91,552.67
234.2,1.99,2.38,381.23,551.38
234.4,2,2.38,391.01,552.67
234.6,2,2.38,371.46,552.67
234.8,2,2.38,381.23,552.67
235,2,2.38,400.78,552.67
235.2,1.99,2.38,391.01,551.38
235.4,1.99,2.38,391.01,551.38
235.6,1.99,2.38,400.78,551.38
235.8,2,2.38,410.56,552.67
236,2,2.38,400.78,552.67
236.2,2,2.38,391.01,552.67
236.4,2,2.38,400.78,552.67
236.6,1.99,2.38,391.01,551.38
236.8,1.99,2.38,400.78,551.38
237,2,2.38,391.01,552.67
237.2,2,2.38,400.78,552.67
237.4,1.99,2.38,381.23,551.38
237.6,1.99,2.38,400.78,551.38
237.8,2,2.38,381.23,552.67
238,1.99,2.38,381.23,551.38
238.2,2,2.38,371.46,552.67
238.4,2,2.38,381.23,552.67
238.6,2,2.38,391.01,552.67
238.8,2,2.38,400.78,552.67
239,2,2.38,400.78,552.67
239.2,2,2.38,381.23,552.67
239.4,2,2.38,400.78,552.67
239.6,2,2.38,391.01,552.67
239.8,1.99,2.38,420.33,551.38
240,2,2.38,420.33,552.67
240.2,2.01,2.38,410.56,553.95
240.4,2,2.38,400.78,552.67
240.6,1.99,2.38,400.78,551.38
240.8,2,2.38,410.56,552.67
241,1.99,2.38,420.33,551.38
241.2,1.99,2.38,420.33,551.38
241.4,2,2.38,420.33,552.67
241.6,1.99,2.38,410.56,551.38
241.8,2,2.38,391.01,552.67
242,2,2.38,410.56,552.67
242.2,1.99,2.38,420.33,551.38
242.4,2.01,2.38,420.33,553.95
242.6,2,2.38,410.56,552.67
242.8,2,2.38,410.56,552.67
243,2,2.38,410.56,552.67
243.2,2,2.38,410.56,552.67
243.4,1.99,2.38,410.56,551.38
243.6,1.99,2.38,430.11,551.38
243.8,2,2.38,410.56,552.67
244,2,2.38,410.56,552.67
244.2,1.99,2.38,420.33,551.38
244.4,1.99,2.38,410.56,551.38
244.6,2,2.38,420.33,552.67
244.8,1.99,2.38,420.33,551.38
245,2,2.38,410.56,552.67
245.2,2,2.38,410.56,552.67
245.4,1.99,2.38,410.56,551.38
245.6,2,2.38,410.56,552.67
245.8,2,2.38,391.01,552.67
246,2,2.38,391.01,552.67
246.2,2,2.38,381.23,552.67
246.4,1.99,2.38,400.78,551.38
246.6,1.99,2.38,400.78,551.38
246.8,1.99,2.38,391.01,551.38
247,2.01,2.38,391.01,553.95
247.2,2,2.38,371.46,552.67
247.4,2,2.38,371.46,552.67
247.6,2,2.38,381.23,552.67
247.8,1.99,2.38,391.01,551.38
248,1.99,2.38,400.78,551.38
248.2,2,2.38,400.78,552.67
248.4,2,2.38,410.56,552.67
248.6,2,2.38,391.01,552.67
248.8,2,2.38,410.56,552.67
249,1.99,2.38,410.56,551.38
249.2,2,2.38,410.56,552.67
249.4,2,2.38,400.78,552.67
249.6,2,2.38,391.01,552.67
249.8,2.01,2.38,391.01,553.95
250,2,2.38,381.23,552.67
250.2,2,2.38,410.56,552.67
250.4,2,2.38,400.78,552.67
250.6,2,2.38,400.78,552.67
250.8,2,2.38,400.78,552.67
251,1.99,2.38,410.56,551.38
251.2,1.99,2.38,391.01,551.38
251.4,1.99,2.38,420.33,551.38
251.6,2,2.38,400.78,552.67
251.8,2,2.38,400.78,552.67
252,2,2.38,410.56,552.67
252.2,1.99,2.38,430.11,551.38
252.4,2,2.38,420.33,552.67
252.6,1.99,2.49,430.11,539.26
252.8,2,2.49,420.33,540.52
253,2,2.49,400.78,540.52
253.2,2,2.49,420.33,540.52
253.4,2,2.49,430.11,540.52
253.6,2,2.49,439.88,540.52
253.8,1.99,2.49,430.11,539.26
254,1.99,2.49,439.88,539.26
254.2,2,2.49,420.33,540.52
254.4,2,2.49,430.11,540.52
254.6,2,2.49,410.56,540.52
254.8,1.99,2.49,430.11,539.26
255,2,2.49,420.33,540.52
255.2,2,2.49,420.33,540.52
255.4,1.99,2.49,439.88,539.26
255.6,2,2.49,420.33,540.52
255.8,2,2.49,430.11,540.52
256,2,2.49,430.11,540.52
256.2,2,2.49,439.88,540.52
256.4,2,2.49,430.11,540.52
256.6,1.99,2.49,439.88,539.26
256.8,1.99,2.49,430.11,539.26
257,2,2.49,430.11,540.52
257.2,2,2.49,430.11,540.52
257.4,1.99,2.49,449.66,539.26
257.6,2,2.49,439.88,540.52
257.8,1.99,2.49,430.11,539.26
258,1.99,2.49,420.33,539.26
258.2,2,2.49,439.88,540.52
258.4,2,2.49,439.88,540.52
258.6,2,2.49,439.88,540.52
258.8,1.99,2.49,449.66,539.26
259,1.99,2.49,449.66,539.26
259.2,2,2.49,439.88,540.52
259.4,1.99,2.49,439.88,539.26
259.6,2,2.49,439.88,540.52
259.8,2,2.49,430.11,540.52
260,1.99,2.49,449.66,539.26
260.2,2,2.49,430.11,540.52
260.4,2,2.49,430.11,540.52
260.6,1.99,2.49,449.66,539.26
260.8,2,2.49,439.88,540.52
261,2,2.59,420.33,529.14
261.2,1.99,2.59,430.11,527.91
261.4,1.99,2.59,430.11,527.91
261.6,1.99,2.59,430.11,527.91
261.8,1.99,2.59,430.11,527.91
262,1.99,2.59,430.11,527.91
262.2,2,2.59,430.11,529.14
262.4,2,2.59,439.88,529.14
262.6,2,2.59,420.33,529.14
262.8,2,2.59,439.88,529.14
263,2,2.59,449.66,529.14
263.2,2,2.59,439.88,529.14
263.4,2,2.59,420.33,529.14
263.6,1.99,2.59,439.88,527.91
263.8,1.99,2.59,449.66,527.91
264,1.99,2.59,430.11,527.91
264.2,1.99,2.59,449.66,527.91
264.4,2.01,2.59,430.11,530.37
264.6,2,2.59,420.33,529.14
264.8,2,2.59,449.66,529.14
265,2,2.59,439.88,529.14
265.2,1.99,2.59,449.66,527.91
265.4,2,2.59,439.88,529.14
265.6,2,2.59,439.88,529.14
265.8,2,2.59,430.11,529.14
266,1.99,2.59,449.66,527.91
266.2,2,2.59,449.66,529.14
266.4,2,2.59,449.66,529.14
266.6,2.01,2.59,430.11,530.37
266.8,2,2.7,439.88,518.45
267,2,2.7,430.11,518.45
267.2,1.99,2.7,430.11,517.24
267.4,1.99,2.7,439.88,517.24
267.6,1.99,2.7,459.43,517.24
267.8,2,2.7,449.66,518.45
268,2,2.7,449.66,518.45
268.2,1.99,2.7,449.66,517.24
268.4,2,2.7,430.11,518.45
268.6,1.99,2.7,449.66,517.24
268.8,2,2.7,459.43,518.45
269,2,2.7,459.43,518.45
269.2,2,2.7,439.88,518.45
269.4,2,2.7,469.21,518.45
269.6,2,2.7,449.66,518.45
269.8,2,2.7,449.66,518.45
270,1.99,2.7,449.66,517.24
270.2,2,2.7,459.43,518.45
270.4,2,2.7,459.43,518.45
270.6,2,2.7,469.21,518.45
270.8,2,2.7,478.98,518.45
271,1.98,2.7,459.43,516.03
271.2,1.99,2.7,469.21,517.24
271.4,2,2.7,459.43,518.45
271.6,2,2.7,459.43,518.45
271.8,2,2.7,439.88,518.45
272,1.99,2.7,449.66,517.24
272.2,1.99,2.81,439.88,507.2
272.4,2,2.81,430.11,508.38
272.6,1.99,2.81,430.11,507.2
272.8,2,2.81,439.88,508.38
273,2,2.81,420.33,508.38
273.2,2,2.81,439.88,508.38
273.4,2,2.81,430.11,508.38
273.6,1.99,2.81,430.11,507.2
273.8,1.99,2.81,430.11,507.2
274,2,2.81,410.56,508.38
274.2,2,2.81,420.33,508.38
274.4,2,2.81,430.11,508.38
274.6,1.99,2.81,459.43,507.2
274.8,2,2.81,449.66,508.38
275,1.99,2.81,449.66,507.2
275.2,2,2.81,459.43,508.38
275.4,1.99,2.81,449.66,507.2
275.6,2,2.81,430.11,508.38
275.8,1.99,2.81,449.66,507.2
276,2,2.81,449.66,508.38
276.2,1.99,2.81,449.66,507.2
276.4,2,2.81,439.88,508.38
276.6,2,2.81,430.11,508.38
276.8,2,2.81,420.33,508.38
277,1.99,2.81,430.11,507.2
277.2,1.99,2.92,439.88,497.72
277.4,2,2.92,420.33,498.88
277.6,2,2.92,430.11,498.88
277.8,2,2.92,420.33,498.88
278,1.99,2.92,420.33,497.72
278.2,1.99,2.92,439.88,497.72
278.4,2,2.92,439.88,498.88
278.6,1.99,2.92,449.66,497.72
278.8,2.01,2.92,449.66,500.04
279,2,2.92,439.88,498.88
279.2,2,2.92,439.88,498.88
279.4,1.99,2.92,459.43,497.72
279.6,1.99,2.92,459.43,497.72
279.8,2,2.92,449.66,498.88
280,2,2.92,449.66,498.88
280.2,2,2.92,420.33,498.88
280.4,2,2.92,420.33,498.88
280.6,1.99,2.92,439.88,497.72
280.8,2,2.92,420.33,498.88
281,1.99,2.92,410.56,497.72
281.2,2,2.92,430.11,498.88
281.4,2,2.92,430.11,498.88
281.6,2,2.92,449.66,498.88
281.8,1.99,2.92,459.43,497.72
282,2,2.92,459.43,498.88
282.2,2,2.92,439.88,498.88
282.4,2,2.92,459.43,498.88
282.6,1.99,2.92,449.66,497.72
282.8,2,2.92,449.66,498.88
283,1.99,3.03,449.66,488.75
283.2,1.99,3.03,459.43,488.75
283.4,2.01,3.03,449.66,491.03
283.6,2,3.03,430.11,489.89
283.8,2,3.03,439.88,489.89
284,2.01,3.03,439.88,491.03
284.2,2.01,3.03,439.88,491.03
284.4,1.99,3.03,459.43,488.75
284.6,2,3.03,449.66,489.89
284.8,2,3.03,449.66,489.89
285,2,3.03,439.88,489.89
285.2,1.99,3.03,449.66,488.75
285.4,2,3.03,449.66,489.89
285.6,2,3.03,439.88,489.89
285.8,2,3.03,439.88,489.89
286,2,3.03,430.11,489.89
286.2,2,3.03,430.11,489.89
286.4,1.99,3.03,439.88,488.75
286.6,1.99,3.03,449.66,488.75
286.8,2,3.03,439.88,489.89
287,2,3.03,430.11,489.89
287.2,2,3.03,420.33,489.89
287.4,2,3.03,430.11,489.89
287.6,1.99,3.03,439.88,488.75
287.8,1.99,3.03,430.11,488.75
288,2,3.03,430.11,489.89
288.2,2,3.03,420.33,489.89
288.4,2,3.14,439.88,481.37
288.6,2,3.14,430.11,481.37
288.8,2,3.14,439.88,481.37
289,1.99,3.14,449.66,480.25
289.2,2,3.14,439.88,481.37
289.4,2,3.14,449.66,481.37
289.6,2,3.14,439.88,481.37
289.8,2,3.14,430.11,481.37
290,1.99,3.14,439.88,480.25
290.2,1.99,3.14,449.66,480.25
290.4,1.99,3.14,459.43,480.25
290.6,1.99,3.14,439.88,480.25
290.8,2,3.14,449.66,481.37
291,2,3.14,439.88,481.37
291.2,2,3.14,430.11,481.37
291.4,2,3.14,439.88,481.37
291.6,1.99,3.14,449.66,480.25
291.8,1.99,3.14,449.66,480.25
292,2,3.14,449.66,481.37
292.2,2,3.14,439.88,481.37
292.4,2,3.14,439.88,481.37
292.6,2,3.14,420.33,481.37
292.8,1.99,3.14,439.88,480.25
293,1.99,3.14,449.66,480.25
293.2,1.99,3.14,439.88,480.25
293.4,2,3.14,439.88,481.37
293.6,1.99,3.14,439.88,480.25
293.8,2,3.14,420.33,481.37
294,1.99,3.24,430.11,472.17
294.2,2,3.24,430.11,473.28
294.4,1.99,3.24,439.88,472.17
294.6,2,3.24,439.88,473.28
294.8,1.99,3.24,449.66,472.17
295,2,3.24,420.33,473.28
295.2,2,3.24,420.33,473.28
295.4,1.99,3.24,449.66,472.17
295.6,1.99,3.24,439.88,472.17
295.8,2,3.24,439.88,473.28
296,2,3.24,449.66,473.28
296.2,2,3.24,449.66,473.28
296.4,2,3.24,439.88,473.28
296.6,1.99,3.24,469.21,472.17
296.8,1.98,3.24,449.66,471.07
297,1.99,3.24,449.66,472.17
297.2,2.01,3.24,439.88,474.38
297.4,2,3.24,430.11,473.28
297.6,2,3.24,420.33,473.28
297.8,2,3.24,430.11,473.28
298,2,3.24,449.66,473.28
298.2,2,3.24,439.88,473.28
298.4,1.99,3.24,439.88,472.17
298.6,1.99,3.24,449.66,472.17
298.8,2,3.24,439.88,473.28
299,2,3.24,420.33,473.28
299.2,2,3.24,439.88,473.28
299.4,1.99,3.24,449.66,472.17
299.6,2.01,3.35,430.11,466.66
299.8,2,3.35,439.88,465.58
300,2,3.35,420.33,465.58
300.2,2,3.35,420.33,465.58
300.4,1.99,3.35,430.11,464.5
300.6,1.99,3.35,430.11,464.5
300.8,2,3.35,420.33,465.58
301,2.01,3.35,420.33,466.66
301.2,2,3.35,410.56,465.58
301.4,2,3.35,410.56,465.58
301.6,2,3.35,439.88,465.58
301.8,1.99,3.35,459.43,464.5
302,1.99,3.35,449.66,464.5
302.2,2.01,3.35,459.43,466.66
302.4,1.99,3.35,469.21,464.5
302.6,2,3.35,459.43,465.58
302.8,1.99,3.35,459.43,464.5
303,1.99,3.35,449.66,464.5
303.2,1.99,3.35,449.66,464.5
303.4,2,3.35,439.88,465.58
303.6,2,3.35,430.11,465.58
303.8,2,3.35,420.33,465.58
304,2,3.35,420.33,465.58
304.2,2,3.35,449.66,465.58
304.4,2,3.35,430.11,465.58
304.6,2,3.35,420.33,465.58
304.8,2,3.35,430.11,465.58
305,2,3.35,439.88,465.58
305.2,2,3.35,420.33,465.58
305.4,2,3.46,430.11,458.25
305.6,1.99,3.46,439.88,457.18
305.8,2,3.46,430.11,458.25
306,2,3.46,420.33,458.25
306.2,2,3.46,439.88,458.25
306.4,2,3.46,430.11,458.25
306.6,2,3.46,439.88,458.25
306.8,2,3.46,439.88,458.25
307,2,3.46,420.33,458.25
307.2,2,3.46,420.33,458.25
307.4,1.99,3.46,420.33,457.18
307.6,1.99,3.46,410.56,457.18
307.8,1.99,3.46,410.56,457.18
308,1.99,3.46,410.56,457.18
308.2,2,3.46,420.33,458.25
308.4,2,3.46,410.56,458.25
