=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 10:56:26 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
Adafruit DS3502 Test,,,,,,,,,,,,,
Couldn't find DS3502 chip,,,,,,,,,,,,,
Found DS3502 chip,,,,,,,,,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),,,,,,,,,
1030,1,2.5,263.93,399.53,,,,,,,,,
1032,1,2.55,263.93,395.3,,,,,,,,,
1034,1,2.51,254.15,398.46,,,,,,,,,
1036,0.99,2.54,263.93,394.49,,,,,,,,,
1038,0.99,2.58,244.38,391.4,,,,,,,,,
1040,0.99,2.52,244.38,395.54,,,,,,,,,
1042,1,2.52,273.7,397.4,,,,,,,,,
1044,0.98,2.48,254.15,396.85,,,,,,,,,
1046,1,2.52,224.83,397.4,,,,,,,,,
1048,0.99,2.5,254.15,397.66,,,,,,,,,
1050,1,2.47,263.93,401.7,,,,,,,,,
1052,1.01,2.54,273.7,398.2,,,,,,,,,
1054,1,2.58,273.7,393.24,,,,,,,,,
1056,1.01,2.52,273.7,399.25,,,,,,,,,
1058,0.99,2.46,283.48,400.91,,,,,,,,,
1060,0.99,2.5,273.7,397.66,,,,,,,,,
1062,0.99,2.51,293.26,396.6,,,,,,,,,
1064,0.99,2.51,293.26,396.6,,,,,,,,,
1066,0.98,2.48,283.48,396.85,,,,,,,,,
1068,0.98,2.5,283.48,395.78,,,,,,,,,
1070,1,2.52,263.93,397.4,,,,,,,,,
1072,0.99,2.51,283.48,396.6,,,,,,,,,
1074,1,2.51,273.7,398.46,,,,,,,,,
1076,1.01,2.51,283.48,400.32,,,,,,,,,
1078,1,2.52,254.15,397.4,,,,,,,,,
1080,1,2.46,263.93,402.79,,,,,,,,,
1082,0.99,2.52,283.48,395.54,,,,,,,,,
1084,1,2.51,273.7,398.46,,,,,,,,,
1086,0.99,2.5,273.7,397.66,,,,,,,,,
1088,1,2.54,254.15,396.35,,,,,,,,,
1090,0.97,2.46,254.15,397.11,,,,,,,,,
1092,1,2.51,263.93,398.46,,,,,,,,,
1094,1,2.55,283.48,395.3,,,,,,,,,
1096,1,2.52,263.93,397.4,,,,,,,,,
1098,1.01,2.5,244.38,401.39,,,,,,,,,
1100,1.01,2.46,244.38,404.67,,,,,,,,,
1102,1,2.46,263.93,402.79,,,,,,,,,
1104,0.99,2.52,283.48,395.54,,,,,,,,,
1106,1,2.44,273.7,403.9,,,,,,,,,
1108,0.99,2.51,283.48,396.6,,,,,,,,,
1110,1,2.54,263.93,396.35,,,,,,,,,
1112,0.98,2.48,293.26,396.85,,,,,,,,,
1114,0.98,2.5,283.48,395.78,,,,,,,,,
1116,0.99,2.47,283.48,399.82,,,,,,,,,
1118,0.98,2.5,254.15,395.78,,,,,,,,,
1120,1,2.51,273.7,398.46,,,,,,,,,
1122,1,2.51,283.48,398.46,,,,,,,,,
1124,0.98,2.5,263.93,395.78,,,,,,,,,
1126,0.99,2.51,273.7,396.6,,,,,,,,,
1128,1,2.52,254.15,397.4,,,,,,,,,
1130,0.99,2.51,263.93,396.6,,,,,,,,,
1132,0.99,2.48,263.93,398.73,,,,,,,,,
1134,1.01,2.54,263.93,398.2,,,,,,,,,
1136,0.99,2.5,244.38,397.66,,,,,,,,,
1138,0.98,2.5,273.7,395.78,,,,,,,,,
1140,0.99,2.48,293.26,398.73,,,,,,,,,
1142,0.99,2.54,283.48,394.49,,,,,,,,,
1144,1,2.48,322.58,400.61,,,,,,,,,
1146,1,2.59,293.26,392.22,,,,,,,,,
1148,1,2.56,283.48,394.27,,,,,,,,,
1150,1,2.51,283.48,398.46,,,,,,,,,
1152,0.98,2.46,312.81,399.01,,,,,,,,,
1154,0.99,2.51,293.26,396.6,,,,,,,,,
1156,0.99,2.5,273.7,397.66,,,,,,,,,
1158,1,2.52,283.48,397.4,,,,,,,,,
1160,0.99,2.52,303.03,395.54,,,,,,,,,
1162,0.99,2.51,303.03,396.6,,,,,,,,,
1164,1.01,2.48,312.81,402.48,,,,,,,,,
1166,1,2.51,303.03,398.46,,,,,,,,,
1168,1,2.47,303.03,401.7,,,,,,,,,
1170,1,2.51,303.03,398.46,,,,,,,,,
1172,1,2.43,273.7,405.01,,,,,,,,,
1174,1,2.55,283.48,395.3,,,,,,,,,
1176,0.98,2.56,303.03,390.57,,,,,,,,,
1178,0.99,2.47,303.03,399.82,,,,,,,,,
1180,0.99,2.43,303.03,403.12,,,,,,,,,
1182,1.01,2.51,283.48,400.32,,,,,,,,,
1184,1.01,2.54,293.26,398.2,,,,,,,,,
1186,1.01,2.5,293.26,401.39,,,,,,,,,
1188,0.99,2.46,283.48,400.91,,,,,,,,,
1190,0.98,2.46,283.48,399.01,,,,,,,,,
1192,1,2.51,283.48,398.46,,,,,,,,,
1194,0.99,2.51,263.93,396.6,,,,,,,,,
1196,0.98,2.51,263.93,394.72,,,,,,,,,
1198,0.98,2.48,263.93,396.85,,,,,,,,,
1200,1,2.51,263.93,398.46,,,,,,,,,
1202,0.98,2.5,303.03,395.78,,,,,,,,,
1204,1,2.48,303.03,400.61,,,,,,,,,
1206,1.01,2.52,293.26,399.25,,,,,,,,,
1208,1,2.51,303.03,398.46,,,,,,,,,
1210,0.99,2.5,293.26,397.66,,,,,,,,,
1212,0.97,2.48,283.48,394.95,,,,,,,,,
1214,0.99,2.5,273.7,397.66,,,,,,,,,
1216,0.98,2.4,283.48,403.44,,,,,,,,,
1218,0.99,2.5,263.93,397.66,,,,,,,,,
1220,1.01,2.44,263.93,405.78,,,,,,,,,
1222,1,2.51,254.15,398.46,,,,,,,,,
1224,1,2.5,283.48,399.53,,,,,,,,,
1226,1,2.55,244.38,395.3,,,,,,,,,
1228,1.01,2.52,273.7,399.25,,,,,,,,,
1230,1,2.48,263.93,400.61,,,,,,,,,
1232,0.99,2.51,273.7,396.6,,,,,,,,,
1234,0.98,2.5,273.7,395.78,,,,,,,,,
1236,0.99,2.51,244.38,396.6,,,,,,,,,
1238,1.01,2.48,234.6,402.48,,,,,,,,,
1240,0.99,2.51,224.83,396.6,,,,,,,,,
1242,1.01,2.52,244.38,401.1,,,,,,,,,
1244,0.99,2.5,273.7,397.66,,,,,,,,,
1246,1.01,2.51,244.38,400.32,,,,,,,,,
1248,1,2.48,263.93,400.61,,,,,,,,,
1250,1,2.46,234.6,402.79,,,,,,,,,
1252,1,2.51,244.38,398.46,,,,,,,,,
1254,0.99,2.58,234.6,391.4,,,,,,,,,
1256,0.99,2.51,263.93,396.6,,,,,,,,,
1258,1.01,2.5,273.7,403.25,,,,,,,,,
1260,0.98,2.48,263.93,396.85,,,,,,,,,
1262,0.99,2.44,273.7,402.01,,,,,,,,,
1264,1,2.47,244.38,401.7,,,,,,,,,
1266,1.01,2.52,263.93,399.25,,,,,,,,,
1268,1,2.55,263.93,395.3,,,,,,,,,
1270,0.99,2.56,263.93,392.42,,,,,,,,,
1272,0.99,2.55,234.6,393.45,,,,,,,,,
1274,1,2.54,244.38,396.35,,,,,,,,,
1276,0.99,2.51,244.38,396.6,,,,,,,,,
1278,0.98,2.4,234.6,403.44,,,,,,,,,
1280,1,2.54,234.6,396.35,,,,,,,,,
1282,0.99,2.58,254.15,391.4,,,,,,,,,
1284,0.99,2.51,303.03,396.6,,,,,,,,,
1286,0.99,2.46,381.23,400.91,,,,,,,,,
1288,1,2.51,293.26,398.46,,,,,,,,,
1290,1.01,2.52,293.26,399.25,,,,,,,,,
1292,1,2.54,283.48,396.35,,,,,,,,,
1294,0.98,2.5,283.48,395.78,,,,,,,,,
1296,1.01,2.52,283.48,401.1,,,,,,,,,
1298,0.99,2.48,273.7,398.73,,,,,,,,,
1300,0.99,2.43,273.7,403.12,,,,,,,,,
1302,1.01,2.51,263.93,400.32,,,,,,,,,
1304,1.01,2.55,293.26,397.15,,,,,,,,,
1306,1,2.58,342.13,393.24,,,,,,,,,
1308,1,2.54,312.81,396.35,,,,,,,,,
1310,1.01,2.52,312.81,399.25,,,,,,,,,
1312,0.99,2.46,312.81,400.91,,,,,,,,,
1314,0.98,2.43,312.81,401.21,,,,,,,,,
1316,0.99,2.52,312.81,395.54,,,,,,,,,
1318,1,2.52,303.03,397.4,,,,,,,,,
1320,0.99,2.54,371.46,394.49,,,,,,,,,
1322,0.99,2.52,322.58,395.54,,,,,,,,,
1324,1,2.51,342.13,398.46,,,,,,,,,
1326,0.99,2.47,332.36,399.82,,,,,,,,,
1328,1,2.52,332.36,397.4,,,,,,,,,
1330,0.99,2.55,351.91,393.45,,,,,,,,,
1332,0.98,2.48,381.23,396.85,,,,,,,,,
1334,1,2.59,391.01,392.22,,,,,,,,,
1336,0.99,2.48,430.11,398.73,,,,,,,,,
1338,1,2.5,410.56,399.53,,,,,,,,,
1340,0.99,2.48,420.33,398.73,,,,,,,,,
1342,0.99,2.58,391.01,391.4,,,,,,,,,
1344,0.98,2.52,381.23,393.67,,,,,,,,,
1346,1,2.51,371.46,398.46,,,,,,,,,
1348,0.99,2.55,391.01,393.45,,,,,,,,,
1350,0.99,2.5,361.68,397.66,,,,,,,,,
1352,0.98,2.44,371.46,400.11,,,,,,,,,
1354,0.98,2.48,400.78,396.85,,,,,,,,,
1356,0.97,2.5,381.23,393.89,,,,,,,,,
1358,1,2.52,400.78,397.4,,,,,,,,,
1360,1,2.51,381.23,398.46,,,,,,,,,
1362,1,2.54,351.91,396.35,,,,,,,,,
1364,0.99,2.48,361.68,398.73,,,,,,,,,
1366,0.99,2.51,351.91,396.6,,,,,,,,,
1368,0.99,2.51,361.68,396.6,,,,,,,,,
1370,1,2.54,351.91,396.35,,,,,,,,,
1372,0.99,2.48,342.13,398.73,,,,,,,,,
1374,0.99,2.42,361.68,404.23,,,,,,,,,
1376,1.01,2.5,351.91,401.39,,,,,,,,,
1378,0.98,2.5,381.23,395.78,,,,,,,,,
1380,1.01,2.52,322.58,399.25,,,,,,,,,
1382,0.99,2.48,342.13,398.73,,,,,,,,,
1384,1.01,2.5,342.13,401.39,,,,,,,,,
1386,0.99,2.48,381.23,398.73,,,,,,,,,
1388,0.97,2.44,342.13,398.2,,,,,,,,,
1390,0.99,2.51,332.36,396.6,,,,,,,,,
1392,1,2.52,361.68,397.4,,,,,,,,,
1394,1,2.5,361.68,399.53,,,,,,,,,
1396,1.01,2.5,332.36,401.39,,,,,,,,,
1398,1,2.54,332.36,396.35,,,,,,,,,
1400,1,2.5,351.91,399.53,,,,,,,,,
1402,1,2.5,342.13,399.53,,,,,,,,,
1404,1,2.55,322.58,395.3,,,,,,,,,
1406,0.99,2.51,351.91,396.6,,,,,,,,,
1408,0.98,2.44,342.13,400.11,,,,,,,,,
1410,0.99,2.42,332.36,404.23,,,,,,,,,
1412,0.98,2.51,332.36,394.72,,,,,,,,,
1414,0.99,2.5,342.13,397.66,,,,,,,,,
1416,0.99,2.52,361.68,395.54,,,,,,,,,
1418,1,2.51,351.91,398.46,,,,,,,,,
1420,1.01,2.47,361.68,403.57,,,,,,,,,
1422,0.98,2.5,410.56,395.78,,,,,,,,,
1424,1,2.5,420.33,399.53,,,,,,,,,
1426,0.99,2.48,381.23,398.73,,,,,,,,,
1428,0.98,2.5,351.91,395.78,,,,,,,,,
1430,0.99,2.44,361.68,402.01,,,,,,,,,
1432,0.99,2.47,371.46,399.82,,,,,,,,,
1434,0.98,2.48,342.13,396.85,,,,,,,,,
1436,1.01,2.52,312.81,399.25,,,,,,,,,
1438,1,2.5,332.36,399.53,,,,,,,,,
1440,1,2.51,351.91,398.46,,,,,,,,,
1442,1,2.46,342.13,402.79,,,,,,,,,
1444,0.99,2.47,361.68,399.82,,,,,,,,,
1446,0.98,2.47,400.78,397.93,,,,,,,,,
1448,0.98,2.56,361.68,390.57,,,,,,,,,
1450,0.98,2.5,371.46,395.78,,,,,,,,,
1452,0.99,2.5,391.01,397.66,,,,,,,,,
1454,0.99,2.46,410.56,400.91,,,,,,,,,
1456,0.99,2.51,430.11,396.6,,,,,,,,,
1458,1,2.51,391.01,398.46,,,,,,,,,
1460,0.98,2.5,420.33,395.78,,,,,,,,,
1462,1,2.54,371.46,396.35,,,,,,,,,
1464,0.99,2.51,391.01,396.6,,,,,,,,,
1466,1.01,2.51,410.56,402.17,,,,,,,,,
1468,1,2.54,400.78,396.35,,,,,,,,,
1470,0.98,2.44,400.78,400.11,,,,,,,,,
1472,1,2.5,371.46,399.53,,,,,,,,,
1474,0.99,2.5,410.56,397.66,,,,,,,,,
1476,0.99,2.5,400.78,397.66,,,,,,,,,
1478,0.99,2.5,439.88,397.66,,,,,,,,,
1480,0.99,2.52,420.33,395.54,,,,,,,,,
1482,1,2.52,381.23,397.4,,,,,,,,,
1484,1.01,2.47,400.78,403.57,,,,,,,,,
1486,1,2.51,410.56,398.46,,,,,,,,,
1488,0.99,2.5,381.23,397.66,,,,,,,,,
1490,1,2.51,371.46,398.46,,,,,,,,,
1492,1,2.5,351.91,399.53,,,,,,,,,
1494,1,2.55,342.13,395.3,,,,,,,,,
1496,1,2.52,322.58,397.4,,,,,,,,,
1498,0.99,2.55,322.58,393.45,,,,,,,,,
1500,1.01,2.56,342.13,396.11,,,,,,,,,
1502,0.99,2.5,342.13,397.66,,,,,,,,,
1504,0.99,2.51,361.68,396.6,,,,,,,,,
1506,0.99,2.5,361.68,397.66,,,,,,,,,
1508,0.99,2.51,361.68,396.6,,,,,,,,,
1510,0.98,2.5,342.13,395.78,,,,,,,,,
1512,1,2.48,351.91,400.61,,,,,,,,,
1514,0.99,2.55,342.13,393.45,,,,,,,,,
1516,1,2.48,322.58,400.61,,,,,,,,,
1518,0.98,2.4,342.13,403.44,,,,,,,,,
1520,1,2.51,342.13,398.46,,,,,,,,,
1522,0.98,2.48,361.68,396.85,,,,,,,,,
1524,0.99,2.48,332.36,398.73,,,,,,,,,
1526,0.99,2.5,332.36,397.66,,,,,,,,,
1528,1.01,2.51,351.91,400.32,,,,,,,,,
1530,0.99,2.51,371.46,396.6,,,,,,,,,
1532,0.99,2.5,371.46,397.66,,,,,,,,,
1534,1,2.58,361.68,393.24,,,,,,,,,
1536,0.99,2.51,371.46,396.6,,,,,,,,,
1538,1,2.47,400.78,401.7,,,,,,,,,
1540,0.99,2.51,420.33,396.6,,,,,,,,,
1542,0.99,2.47,371.46,399.82,,,,,,,,,
1544,0.98,2.47,381.23,397.93,,,,,,,,,
1546,1,2.55,371.46,395.3,,,,,,,,,
1548,0.99,2.5,381.23,397.66,,,,,,,,,
1550,0.99,2.51,381.23,396.6,,,,,,,,,
1552,0.98,2.5,391.01,395.78,,,,,,,,,
1554,1,2.54,351.91,396.35,,,,,,,,,
1556,0.99,2.5,381.23,397.66,,,,,,,,,
1558,0.99,2.47,400.78,399.82,,,,,,,,,
1560,1,2.5,430.11,399.53,,,,,,,,,
1562,1.01,2.52,400.78,399.25,,,,,,,,,
1564,0.98,2.46,430.11,399.01,,,,,,,,,
1566,0.99,2.5,420.33,397.66,,,,,,,,,
1568,0.98,2.47,410.56,397.93,,,,,,,,,
1570,0.99,2.48,410.56,398.73,,,,,,,,,
1572,0.98,2.5,400.78,395.78,,,,,,,,,
1574,0.98,2.52,371.46,393.67,,,,,,,,,
1576,1,2.5,371.46,399.53,,,,,,,,,
1578,1.01,2.51,391.01,400.32,,,,,,,,,
1580,1.01,2.5,391.01,401.39,,,,,,,,,
1582,1,2.51,381.23,398.46,,,,,,,,,
1584,1,2.52,381.23,397.4,,,,,,,,,
1586,1,2.5,391.01,399.53,,,,,,,,,
1588,0.99,2.48,361.68,398.73,,,,,,,,,
1590,1,2.5,391.01,399.53,,,,,,,,,
1592,1,2.51,371.46,398.46,,,,,,,,,
1594,0.99,2.5,391.01,397.66,,,,,,,,,
1596,0.99,2.52,420.33,395.54,,,,,,,,,
1598,0.98,2.5,469.21,395.78,,,,,,,,,
1600,0.99,2.55,420.33,393.45,,,,,,,,,
1602,1,2.51,400.78,398.46,,,,,,,,,
1604,1,2.48,420.33,400.61,,,,,,,,,
1606,1.01,2.5,410.56,401.39,,,,,,,,,
1608,0.98,2.48,430.11,396.85,,,,,,,,,
1610,0.97,2.48,449.66,394.95,,,,,,,,,
1612,0.98,2.51,449.66,394.72,,,,,,,,,
1614,1,2.5,420.33,399.53,,,,,,,,,
1616,1,2.52,400.78,397.4,,,,,,,,,
1618,1.01,2.5,420.33,401.39,,,,,,,,,
1620,0.99,2.54,410.56,394.49,,,,,,,,,
1622,0.98,2.48,410.56,396.85,,,,,,,,,
1624,0.98,2.46,381.23,399.01,,,,,,,,,
1626,1,2.51,361.68,398.46,,,,,,,,,
1628,0.99,2.5,361.68,397.66,,,,,,,,,
1630,1,2.48,371.46,400.61,,,,,,,,,
1632,1.01,2.55,342.13,397.15,,,,,,,,,
1634,1,2.51,361.68,398.46,,,,,,,,,
1636,1,2.59,332.36,392.22,,,,,,,,,
1638,1,2.51,371.46,398.46,,,,,,,,,
1640,0.99,2.54,351.91,394.49,,,,,,,,,
1642,0.99,2.52,342.13,395.54,,,,,,,,,
1644,0.97,2.52,361.68,391.79,,,,,,,,,
1646,0.99,2.51,342.13,396.6,,,,,,,,,
1648,1,2.52,351.91,397.4,,,,,,,,,
1650,1.01,2.5,361.68,401.39,,,,,,,,,
1652,0.99,2.46,361.68,400.91,,,,,,,,,
1654,0.99,2.5,391.01,397.66,,,,,,,,,
1656,1,2.48,361.68,400.61,,,,,,,,,
1658,1,2.52,371.46,397.4,,,,,,,,,
1660,1,2.51,371.46,398.46,,,,,,,,,
1662,1.01,2.52,351.91,399.25,,,,,,,,,
1664,1.01,2.5,351.91,403.25,,,,,,,,,
1666,1,2.51,361.68,398.46,,,,,,,,,
1668,1,2.55,351.91,395.3,,,,,,,,,
1670,1,2.5,371.46,399.53,,,,,,,,,
1672,0.99,2.48,342.13,398.73,,,,,,,,,
1674,0.99,2.52,342.13,395.54,,,,,,,,,
1676,0.99,2.5,351.91,397.66,,,,,,,,,
1678,1,2.52,361.68,397.4,,,,,,,,,
1680,1,2.52,351.91,397.4,,,,,,,,,
1682,1,2.51,342.13,398.46,,,,,,,,,
1684,1,2.5,342.13,399.53,,,,,,,,,
1686,0.98,2.5,361.68,395.78,,,,,,,,,
1688,0.99,2.48,342.13,398.73,,,,,,,,,
1690,0.99,2.44,342.13,402.01,,,,,,,,,
1692,0.99,2.54,332.36,394.49,,,,,,,,,
1694,0.98,2.5,332.36,395.78,,,,,,,,,
1696,0.98,2.5,351.91,395.78,,,,,,,,,
1698,0.98,2.51,322.58,394.72,,,,,,,,,
1700,0.98,2.5,342.13,395.78,,,,,,,,,
1702,0.98,2.5,332.36,395.78,,,,,,,,,
1704,1,2.55,332.36,395.3,,,,,,,,,
1706,1.01,2.51,303.03,400.32,,,,,,,,,
1708,0.99,2.48,351.91,398.73,,,,,,,,,
1710,0.99,2.51,332.36,396.6,,,,,,,,,
1712,1,2.47,332.36,401.7,,,,,,,,,
1714,1.01,2.51,322.58,400.32,,,,,,,,,
1716,1,2.5,351.91,399.53,,,,,,,,,
1718,1.01,2.55,322.58,397.15,,,,,,,,,
1720,0.99,2.5,322.58,397.66,,,,,,,,,
1722,0.98,2.47,312.81,397.93,,,,,,,,,
1724,0.98,2.5,332.36,395.78,,,,,,,,,
1726,0.99,2.51,312.81,396.6,,,,,,,,,
1728,0.99,2.51,342.13,396.6,,,,,,,,,
1730,0.99,2.5,351.91,397.66,,,,,,,,,
1732,1.01,2.52,322.58,401.1,,,,,,,,,
1734,1,2.51,342.13,398.46,,,,,,,,,
1736,1,2.51,332.36,398.46,,,,,,,,,
1738,1,2.5,312.81,399.53,,,,,,,,,
1740,0.99,2.46,322.58,400.91,,,,,,,,,
1742,1,2.44,312.81,403.9,,,,,,,,,
1744,1.01,2.52,312.81,399.25,,,,,,,,,
1746,0.99,2.51,312.81,396.6,,,,,,,,,
1748,0.97,2.46,332.36,397.11,,,,,,,,,
1750,1,2.48,342.13,400.61,,,,,,,,,
1752,0.98,2.47,351.91,397.93,,,,,,,,,
1754,1.01,2.58,342.13,395.07,,,,,,,,,
1756,1,2.5,332.36,399.53,,,,,,,,,
1758,1,2.44,342.13,403.9,,,,,,,,,
1760,1,2.48,332.36,400.61,,,,,,,,,
1762,1,2.52,322.58,397.4,,,,,,,,,
1764,0.98,2.48,342.13,396.85,,,,,,,,,
1766,1.01,2.51,342.13,400.32,,,,,,,,,
1768,1,2.51,322.58,398.46,,,,,,,,,
1770,0.98,2.55,322.58,391.59,,,,,,,,,
1772,0.99,2.52,322.58,395.54,,,,,,,,,
1774,0.98,2.48,342.13,396.85,,,,,,,,,
1776,1.01,2.5,342.13,401.39,,,,,,,,,
1778,1,2.44,332.36,403.9,,,,,,,,,
1780,0.99,2.55,342.13,393.45,,,,,,,,,
1782,0.99,2.48,342.13,398.73,,,,,,,,,
1784,1,2.51,381.23,398.46,,,,,,,,,
1786,0.97,2.5,342.13,393.89,,,,,,,,,
1788,0.99,2.47,371.46,399.82,,,,,,,,,
1790,0.98,2.5,361.68,395.78,,,,,,,,,
1792,0.99,2.5,361.68,397.66,,,,,,,,,
1794,0.98,2.48,391.01,396.85,,,,,,,,,
1796,0.99,2.54,361.68,394.49,,,,,,,,,
1798,0.99,2.52,371.46,395.54,,,,,,,,,
1800,1.01,2.59,361.68,394.05,,,,,,,,,
1802,1.01,2.51,342.13,402.17,,,,,,,,,
1804,1,2.56,361.68,394.27,,,,,,,,,
1806,1,2.44,381.23,403.9,,,,,,,,,
1808,0.99,2.54,371.46,394.49,,,,,,,,,
1810,1,2.42,381.23,406.14,,,,,,,,,
1812,0.99,2.5,361.68,397.66,,,,,,,,,
1814,0.98,2.5,371.46,395.78,,,,,,,,,
1816,0.98,2.48,371.46,396.85,,,,,,,,,
1818,0.99,2.55,351.91,393.45,,,,,,,,,
1820,0.98,2.46,361.68,399.01,,,,,,,,,
1822,1,2.5,381.23,399.53,,,,,,,,,
1824,0.99,2.58,381.23,391.4,,,,,,,,,
1826,1,2.5,381.23,399.53,,,,,,,,,
1828,1.01,2.52,391.01,399.25,,,,,,,,,
1830,0.99,2.55,391.01,393.45,,,,,,,,,
1832,0.99,2.52,361.68,395.54,,,,,,,,,
1834,1,2.51,381.23,398.46,,,,,,,,,
1836,0.99,2.55,400.78,393.45,,,,,,,,,
1838,0.97,2.47,391.01,396.03,,,,,,,,,
1840,0.99,2.5,371.46,397.66,,,,,,,,,
1842,0.98,2.5,400.78,395.78,,,,,,,,,
1844,1,2.51,391.01,398.46,,,,,,,,,
1846,1.01,2.5,410.56,401.39,,,,,,,,,
1848,1.01,2.5,381.23,401.39,,,,,,,,,
1850,1,2.51,381.23,398.46,,,,,,,,,
1852,0.99,2.39,381.23,406.5,,,,,,,,,
1854,1.01,2.52,381.23,399.25,,,,,,,,,
1856,1,2.52,381.23,397.4,,,,,,,,,
1858,1,2.54,371.46,396.35,,,,,,,,,
1860,0.98,2.5,351.91,395.78,,,,,,,,,
1862,0.99,2.47,361.68,399.82,,,,,,,,,
1864,1.01,2.51,361.68,400.32,,,,,,,,,
1866,1,2.5,342.13,399.53,,,,,,,,,
1868,1.01,2.52,351.91,399.25,,,,,,,,,
1870,1,2.51,371.46,398.46,,,,,,,,,
1872,1,2.51,371.46,398.46,,,,,,,,,
1874,1,2.52,371.46,397.4,,,,,,,,,
1876,1.01,2.5,381.23,401.39,,,,,,,,,
1878,0.99,2.46,371.46,400.91,,,,,,,,,
1880,1,2.52,361.68,397.4,,,,,,,,,
1882,0.98,2.5,332.36,395.78,,,,,,,,,
1884,0.97,2.52,322.58,391.79,,,,,,,,,
1886,1,2.5,322.58,399.53,,,,,,,,,
1888,1.01,2.42,361.68,408.03,,,,,,,,,
1890,1,2.52,351.91,397.4,,,,,,,,,
1892,1,2.52,381.23,397.4,,,,,,,,,
1894,1,2.47,361.68,401.7,,,,,,,,,
1896,1.01,2.51,371.46,400.32,,,,,,,,,
1898,1,2.5,371.46,399.53,,,,,,,,,
1900,0.99,2.51,371.46,396.6,,,,,,,,,
1902,1,2.51,351.91,398.46,,,,,,,,,
1904,1.01,2.54,342.13,398.2,,,,,,,,,
1906,1,2.51,342.13,398.46,,,,,,,,,
1908,0.99,2.5,332.36,397.66,,,,,,,,,
1910,0.99,2.5,322.58,397.66,,,,,,,,,
1912,0.99,2.51,381.23,396.6,,,,,,,,,
1914,0.99,2.47,332.36,399.82,,,,,,,,,
1916,1,2.5,312.81,399.53,,,,,,,,,
1918,1.01,2.52,332.36,399.25,,,,,,,,,
1920,1,2.54,351.91,396.35,,,,,,,,,
1922,1,2.58,322.58,393.24,,,,,,,,,
1924,1,2.56,312.81,394.27,,,,,,,,,
1926,1,2.54,322.58,396.35,,,,,,,,,
1928,0.99,2.44,342.13,402.01,,,,,,,,,
1930,0.99,2.46,312.81,400.91,,,,,,,,,
1932,0.99,2.5,342.13,397.66,,,,,,,,,
1934,0.99,2.58,351.91,391.4,,,,,,,,,
1936,0.99,2.5,332.36,397.66,,,,,,,,,
1938,0.99,2.48,351.91,398.73,,,,,,,,,
1940,1,2.5,332.36,399.53,,,,,,,,,
1942,0.99,2.48,332.36,398.73,,,,,,,,,
1944,1,2.46,332.36,402.79,,,,,,,,,
1946,0.99,2.51,361.68,396.6,,,,,,,,,
1948,1.01,2.52,342.13,399.25,,,,,,,,,
1950,1,2.51,351.91,398.46,,,,,,,,,
1952,1,2.51,351.91,398.46,,,,,,,,,
1954,1,2.51,332.36,398.46,,,,,,,,,
1956,1,2.43,322.58,405.01,,,,,,,,,
1958,0.98,2.48,342.13,396.85,,,,,,,,,
1960,0.99,2.5,322.58,397.66,,,,,,,,,
1962,1,2.55,332.36,395.3,,,,,,,,,
1964,1,2.55,322.58,395.3,,,,,,,,,
1966,1,2.52,322.58,397.4,,,,,,,,,
1968,1.01,2.52,312.81,401.1,,,,,,,,,
1970,1,2.5,332.36,399.53,,,,,,,,,
1972,0.99,2.48,322.58,398.73,,,,,,,,,
1974,0.99,2.59,303.03,390.38,,,,,,,,,
1976,0.99,2.54,322.58,394.49,,,,,,,,,
1978,0.99,2.51,273.7,396.6,,,,,,,,,
1980,0.99,2.54,293.26,394.49,,,,,,,,,
1982,0.97,2.51,303.03,392.84,,,,,,,,,
1984,0.99,2.48,293.26,398.73,,,,,,,,,
1986,0.99,2.48,312.81,398.73,,,,,,,,,
1988,1,2.5,273.7,399.53,,,,,,,,,
1990,1.01,2.55,293.26,397.15,,,,,,,,,
1992,0.99,2.5,312.81,397.66,,,,,,,,,
1994,1,2.55,312.81,395.3,,,,,,,,,
1996,1,2.47,303.03,401.7,,,,,,,,,
1998,1,2.56,293.26,394.27,,,,,,,,,
2000,1,2.51,332.36,398.46,,,,,,,,,
2002,1,2.58,303.03,393.24,,,,,,,,,
2004,1,2.5,273.7,399.53,,,,,,,,,
2006,0.99,2.42,293.26,404.23,,,,,,,,,
2008,0.99,2.5,303.03,397.66,,,,,,,,,
2010,0.99,2.5,342.13,397.66,,,,,,,,,
2012,0.99,2.48,303.03,398.73,,,,,,,,,
2014,0.99,2.48,342.13,398.73,,,,,,,,,
2016,1,2.48,342.13,400.61,,,,,,,,,
2018,0.99,2.47,351.91,399.82,,,,,,,,,
2020,1,2.51,391.01,398.46,,,,,,,,,
2022,1,2.51,371.46,398.46,,,,,,,,,
2024,0.98,2.5,400.78,395.78,,,,,,,,,
2026,0.99,2.51,400.78,396.6,,,,,,,,,
2028,1,2.47,400.78,401.7,,,,,,,,,
2030,0.98,2.51,371.46,394.72,,,,,,,,,
2032,0.98,2.51,410.56,394.72,,,,,,,,,
2034,0.97,2.47,391.01,396.03,,,,,,,,,
2036,0.99,2.46,351.91,400.91,,,,,,,,,
2038,1,2.59,342.13,392.22,,,,,,,,,
