# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
509.7,1.98,4.32,430.11,407.96,,,,,,,,,,,,
509.9,1.97,4.32,420.33,407,,,,,,,,,,,,
510.1,1.99,4.32,420.33,408.92,,,,,,,,,,,,
510.3,1.98,4.32,430.11,407.96,,,,,,,,,,,,
510.5,1.99,4.32,420.33,408.92,,,,,,,,,,,,
510.7,1.98,4.32,420.33,407.96,,,,,,,,,,,,
510.9,1.98,4.32,420.33,407.96,,,,,,,,,,,,
511.1,1.98,4.32,430.11,407.96,,,,,,,,,,,,
511.3,1.99,4.32,410.56,408.92,,,,,,,,,,,,
511.5,1.99,4.32,410.56,408.92,,,,,,,,,,,,
511.7,1.99,4.32,430.11,408.92,,,,,,,,,,,,
511.9,1.99,4.32,410.56,408.92,,,,,,,,,,,,
512.1,1.98,4.32,430.11,407.96,,,,,,,,,,,,
512.3,1.99,4.32,400.78,408.92,,,,,,,,,,,,
512.5,1.99,4.32,430.11,408.92,,,,,,,,,,,,
512.7,1.99,4.32,400.78,408.92,,,,,,,,,,,,
512.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
513.1,1.98,4.32,410.56,407.96,,,,,,,,,,,,
513.3,1.98,4.32,410.56,407.96,,,,,,,,,,,,
513.5,1.98,4.32,420.33,407.96,,,,,,,,,,,,
513.7,1.98,4.32,410.56,407.96,,,,,,,,,,,,
513.9,1.99,4.32,410.56,408.92,,,,,,,,,,,,
514.1,1.99,4.32,430.11,408.92,,,,,,,,,,,,
514.3,1.99,4.32,420.33,408.92,,,,,,,,,,,,
514.5,1.98,4.32,410.56,407.96,,,,,,,,,,,,
514.7,1.99,4.32,430.11,408.92,,,,,,,,,,,,
514.9,1.98,4.32,439.88,407.96,,,,,,,,,,,,
515.1,1.99,4.32,420.33,408.92,,,,,,,,,,,,
515.3,1.99,4.32,410.56,408.92,,,,,,,,,,,,
515.5,1.98,4.32,439.88,407.96,,,,,,,,,,,,
515.7,1.99,4.32,420.33,408.92,,,,,,,,,,,,
515.9,1.99,4.32,459.43,408.92,,,,,,,,,,,,
516.1,1.99,4.32,420.33,408.92,,,,,,,,,,,,
516.3,1.98,4.32,439.88,407.96,,,,,,,,,,,,
516.5,1.99,4.32,420.33,408.92,,,,,,,,,,,,
516.7,1.97,4.32,420.33,407,,,,,,,,,,,,
516.9,1.99,4.32,410.56,408.92,,,,,,,,,,,,
517.1,1.99,4.32,430.11,408.92,,,,,,,,,,,,
517.3,1.99,4.32,420.33,408.92,,,,,,,,,,,,
517.5,1.98,4.32,420.33,407.96,,,,,,,,,,,,
517.7,1.99,4.43,420.33,403.9,,,,,,,,,,,,
517.9,1.98,4.43,430.11,402.95,,,,,,,,,,,,
518.1,1.99,4.43,459.43,403.9,,,,,,,,,,,,
518.3,1.98,4.43,459.43,402.95,,,,,,,,,,,,
518.5,1.99,4.43,439.88,403.9,,,,,,,,,,,,
518.7,1.98,4.43,410.56,402.95,,,,,,,,,,,,
518.9,1.98,4.43,430.11,402.95,,,,,,,,,,,,
519.1,1.99,4.43,430.11,403.9,,,,,,,,,,,,
519.3,1.98,4.43,430.11,402.95,,,,,,,,,,,,
519.5,1.99,4.43,410.56,403.9,,,,,,,,,,,,
519.7,1.98,4.43,439.88,402.95,,,,,,,,,,,,
519.9,1.99,4.43,430.11,403.9,,,,,,,,,,,,
520.1,1.98,4.43,449.66,402.95,,,,,,,,,,,,
520.3,1.98,4.43,430.11,402.95,,,,,,,,,,,,
520.5,1.98,4.43,420.33,402.95,,,,,,,,,,,,
520.7,1.99,4.43,430.11,403.9,,,,,,,,,,,,
520.9,1.97,4.43,430.11,402.01,,,,,,,,,,,,
521.1,1.99,4.43,420.33,403.9,,,,,,,,,,,,
521.3,1.98,4.43,439.88,402.95,,,,,,,,,,,,
521.5,1.99,4.43,430.11,403.9,,,,,,,,,,,,
521.7,1.99,4.43,439.88,403.9,,,,,,,,,,,,
521.9,1.99,4.43,439.88,403.9,,,,,,,,,,,,
522.1,1.98,4.43,430.11,402.95,,,,,,,,,,,,
522.3,1.98,4.43,439.88,402.95,,,,,,,,,,,,
522.5,1.99,4.43,420.33,403.9,,,,,,,,,,,,
522.7,1.99,4.43,469.21,403.9,,,,,,,,,,,,
522.9,2,4.43,439.88,404.84,,,,,,,,,,,,
523.1,1.98,4.43,420.33,402.95,,,,,,,,,,,,
523.3,1.99,4.43,430.11,403.9,,,,,,,,,,,,
523.5,1.98,4.43,439.88,402.95,,,,,,,,,,,,
523.7,1.98,4.43,430.11,402.95,,,,,,,,,,,,
523.9,1.99,4.43,420.33,403.9,,,,,,,,,,,,
524.1,1.98,4.43,430.11,402.95,,,,,,,,,,,,
524.3,1.98,4.43,410.56,402.95,,,,,,,,,,,,
524.5,1.98,4.43,420.33,402.95,,,,,,,,,,,,
524.7,1.99,4.43,420.33,403.9,,,,,,,,,,,,
524.9,1.99,4.43,430.11,403.9,,,,,,,,,,,,
525.1,1.99,4.43,400.78,403.9,,,,,,,,,,,,
525.3,1.98,4.43,420.33,402.95,,,,,,,,,,,,
525.5,1.99,4.43,391.01,403.9,,,,,,,,,,,,
525.7,1.98,4.43,391.01,402.95,,,,,,,,,,,,
525.9,1.99,4.43,410.56,403.9,,,,,,,,,,,,
526.1,1.97,4.43,410.56,402.01,,,,,,,,,,,,
526.3,1.98,4.43,400.78,402.95,,,,,,,,,,,,
526.5,1.99,4.43,410.56,403.9,,,,,,,,,,,,
526.7,1.99,4.43,400.78,403.9,,,,,,,,,,,,
526.9,1.98,4.43,410.56,402.95,,,,,,,,,,,,
527.1,1.99,4.43,400.78,403.9,,,,,,,,,,,,
527.3,1.99,4.43,391.01,403.9,,,,,,,,,,,,
527.5,1.99,4.43,420.33,403.9,,,,,,,,,,,,
527.7,1.99,4.43,420.33,403.9,,,,,,,,,,,,
527.9,1.98,4.43,420.33,402.95,,,,,,,,,,,,
528.1,1.99,4.43,410.56,403.9,,,,,,,,,,,,
528.3,1.98,4.43,439.88,402.95,,,,,,,,,,,,
528.5,1.99,4.43,430.11,403.9,,,,,,,,,,,,
528.7,1.98,4.43,449.66,402.95,,,,,,,,,,,,
528.9,1.99,4.43,469.21,403.9,,,,,,,,,,,,
529.1,1.98,4.43,488.76,402.95,,,,,,,,,,,,
529.3,1.99,4.43,449.66,403.9,,,,,,,,,,,,
529.5,1.97,4.43,439.88,402.01,,,,,,,,,,,,
529.7,1.98,4.43,430.11,402.95,,,,,,,,,,,,
529.9,1.98,4.43,449.66,402.95,,,,,,,,,,,,
530.1,1.99,4.43,439.88,403.9,,,,,,,,,,,,
530.3,1.97,4.43,430.11,402.01,,,,,,,,,,,,
530.5,1.99,4.43,430.11,403.9,,,,,,,,,,,,
530.7,1.98,4.43,410.56,402.95,,,,,,,,,,,,
530.9,1.99,4.54,430.11,399.06,,,,,,,,,,,,
531.1,1.99,4.54,420.33,399.06,,,,,,,,,,,,
531.3,1.97,4.54,439.88,397.19,,,,,,,,,,,,
531.5,1.98,4.54,420.33,398.13,,,,,,,,,,,,
531.7,1.98,4.54,449.66,398.13,,,,,,,,,,,,
531.9,1.98,4.54,439.88,398.13,,,,,,,,,,,,
532.1,1.99,4.54,439.88,399.06,,,,,,,,,,,,
532.3,1.99,4.54,420.33,399.06,,,,,,,,,,,,
532.5,1.98,4.54,420.33,398.13,,,,,,,,,,,,
532.7,1.98,4.54,420.33,398.13,,,,,,,,,,,,
532.9,1.99,4.54,410.56,399.06,,,,,,,,,,,,
533.1,1.98,4.54,439.88,398.13,,,,,,,,,,,,
533.3,1.99,4.54,410.56,399.06,,,,,,,,,,,,
533.5,1.97,4.54,439.88,397.19,,,,,,,,,,,,
533.7,1.98,4.54,420.33,398.13,,,,,,,,,,,,
533.9,1.98,4.54,449.66,398.13,,,,,,,,,,,,
534.1,1.99,4.54,420.33,399.06,,,,,,,,,,,,
534.3,1.99,4.54,430.11,399.06,,,,,,,,,,,,
534.5,1.98,4.54,430.11,398.13,,,,,,,,,,,,
534.7,1.98,4.54,430.11,398.13,,,,,,,,,,,,
534.9,1.98,4.54,439.88,398.13,,,,,,,,,,,,
535.1,1.98,4.54,430.11,398.13,,,,,,,,,,,,
535.3,1.98,4.54,439.88,398.13,,,,,,,,,,,,
535.5,1.98,4.54,420.33,398.13,,,,,,,,,,,,
535.7,1.98,4.54,410.56,398.13,,,,,,,,,,,,
535.9,1.99,4.54,391.01,399.06,,,,,,,,,,,,
536.1,1.98,4.54,420.33,398.13,,,,,,,,,,,,
536.3,1.98,4.54,420.33,398.13,,,,,,,,,,,,
536.5,1.98,4.54,430.11,398.13,,,,,,,,,,,,
536.7,1.99,4.54,391.01,399.06,,,,,,,,,,,,
536.9,1.97,4.54,420.33,397.19,,,,,,,,,,,,
537.1,1.99,4.54,410.56,399.06,,,,,,,,,,,,
537.3,1.98,4.54,420.33,398.13,,,,,,,,,,,,
537.5,1.98,4.54,410.56,398.13,,,,,,,,,,,,
537.7,1.98,4.54,400.78,398.13,,,,,,,,,,,,
537.9,1.99,4.54,430.11,399.06,,,,,,,,,,,,
538.1,1.99,4.54,410.56,399.06,,,,,,,,,,,,
538.3,1.98,4.54,430.11,398.13,,,,,,,,,,,,
538.5,1.99,4.54,410.56,399.06,,,,,,,,,,,,
538.7,1.98,4.54,430.11,398.13,,,,,,,,,,,,
538.9,1.99,4.54,439.88,399.06,,,,,,,,,,,,
539.1,1.98,4.54,449.66,398.13,,,,,,,,,,,,
539.3,1.99,4.54,420.33,399.06,,,,,,,,,,,,
539.5,1.99,4.54,439.88,399.06,,,,,,,,,,,,
539.7,1.98,4.54,420.33,398.13,,,,,,,,,,,,
539.9,1.98,4.54,410.56,398.13,,,,,,,,,,,,
540.1,1.98,4.54,420.33,398.13,,,,,,,,,,,,
540.3,1.98,4.54,420.33,398.13,,,,,,,,,,,,
540.5,1.97,4.54,439.88,397.19,,,,,,,,,,,,
540.7,1.99,4.54,439.88,399.06,,,,,,,,,,,,
540.9,1.97,4.54,449.66,397.19,,,,,,,,,,,,
541.1,1.99,4.54,420.33,399.06,,,,,,,,,,,,
541.3,1.99,4.54,439.88,399.06,,,,,,,,,,,,
541.5,1.98,4.54,439.88,398.13,,,,,,,,,,,,
541.7,1.98,4.54,430.11,398.13,,,,,,,,,,,,
541.9,1.98,4.54,420.33,398.13,,,,,,,,,,,,
542.1,1.99,4.54,410.56,399.06,,,,,,,,,,,,
542.3,1.98,4.54,420.33,398.13,,,,,,,,,,,,
542.5,1.99,4.54,400.78,399.06,,,,,,,,,,,,
542.7,1.98,4.54,439.88,398.13,,,,,,,,,,,,
542.9,1.98,4.54,420.33,398.13,,,,,,,,,,,,
543.1,1.99,4.54,430.11,399.06,,,,,,,,,,,,
543.3,1.98,4.54,439.88,398.13,,,,,,,,,,,,
543.5,1.98,4.54,430.11,398.13,,,,,,,,,,,,
543.7,1.98,4.54,430.11,398.13,,,,,,,,,,,,
543.9,1.98,4.54,430.11,398.13,,,,,,,,,,,,
544.1,1.98,4.65,459.43,393.47,,,,,,,,,,,,
544.3,1.99,4.65,488.76,394.39,,,,,,,,,,,,
544.5,1.98,4.65,478.98,393.47,,,,,,,,,,,,
544.7,1.99,4.65,430.11,394.39,,,,,,,,,,,,
544.9,1.99,4.65,430.11,394.39,,,,,,,,,,,,
545.1,1.99,4.65,420.33,394.39,,,,,,,,,,,,
545.3,1.97,4.65,439.88,392.55,,,,,,,,,,,,
545.5,1.99,4.65,420.33,394.39,,,,,,,,,,,,
545.7,1.98,4.65,430.11,393.47,,,,,,,,,,,,
545.9,1.99,4.65,430.11,394.39,,,,,,,,,,,,
546.1,1.99,4.65,430.11,394.39,,,,,,,,,,,,
546.3,1.99,4.65,420.33,394.39,,,,,,,,,,,,
546.5,1.98,4.65,420.33,393.47,,,,,,,,,,,,
546.7,1.97,4.65,439.88,392.55,,,,,,,,,,,,
546.9,1.99,4.65,420.33,394.39,,,,,,,,,,,,
547.1,1.97,4.65,449.66,392.55,,,,,,,,,,,,
547.3,1.99,4.65,420.33,394.39,,,,,,,,,,,,
547.5,1.99,4.65,439.88,394.39,,,,,,,,,,,,
547.7,1.99,4.65,430.11,394.39,,,,,,,,,,,,
547.9,1.98,4.65,439.88,393.47,,,,,,,,,,,,
548.1,1.98,4.65,439.88,393.47,,,,,,,,,,,,
548.3,1.98,4.65,449.66,393.47,,,,,,,,,,,,
548.5,1.98,4.65,439.88,393.47,,,,,,,,,,,,
548.7,1.98,4.65,449.66,393.47,,,,,,,,,,,,
548.9,1.99,4.65,430.11,394.39,,,,,,,,,,,,
549.1,1.98,4.65,439.88,393.47,,,,,,,,,,,,
549.3,1.99,4.65,430.11,394.39,,,,,,,,,,,,
549.5,1.98,4.65,430.11,393.47,,,,,,,,,,,,
549.7,1.98,4.65,420.33,393.47,,,,,,,,,,,,
549.9,1.99,4.65,410.56,394.39,,,,,,,,,,,,
550.1,1.99,4.65,420.33,394.39,,,,,,,,,,,,
550.3,1.99,4.65,410.56,394.39,,,,,,,,,,,,
550.5,1.97,4.65,430.11,392.55,,,,,,,,,,,,
550.7,1.99,4.65,410.56,394.39,,,,,,,,,,,,
550.9,1.97,4.65,420.33,392.55,,,,,,,,,,,,
551.1,1.99,4.65,420.33,394.39,,,,,,,,,,,,
551.3,1.98,4.65,449.66,393.47,,,,,,,,,,,,
551.5,1.99,4.65,420.33,394.39,,,,,,,,,,,,
551.7,1.99,4.65,439.88,394.39,,,,,,,,,,,,
551.9,1.98,4.65,449.66,393.47,,,,,,,,,,,,
552.1,1.98,4.65,430.11,393.47,,,,,,,,,,,,
552.3,1.98,4.65,420.33,393.47,,,,,,,,,,,,
552.5,1.98,4.65,430.11,393.47,,,,,,,,,,,,
552.7,1.98,4.65,449.66,393.47,,,,,,,,,,,,
552.9,1.99,4.65,430.11,394.39,,,,,,,,,,,,
553.1,1.98,4.65,439.88,393.47,,,,,,,,,,,,
553.3,1.99,4.65,430.11,394.39,,,,,,,,,,,,
553.5,1.99,4.65,459.43,394.39,,,,,,,,,,,,
553.7,1.99,4.65,459.43,394.39,,,,,,,,,,,,
553.9,1.98,4.65,459.43,393.47,,,,,,,,,,,,
554.1,1.99,4.65,430.11,394.39,,,,,,,,,,,,
554.3,1.98,4.65,449.66,393.47,,,,,,,,,,,,
554.5,1.99,4.65,449.66,394.39,,,,,,,,,,,,
554.7,1.98,4.65,459.43,393.47,,,,,,,,,,,,
554.9,1.99,4.76,459.43,389.89,,,,,,,,,,,,
555.1,1.99,4.76,430.11,389.89,,,,,,,,,,,,
555.3,1.99,4.76,449.66,389.89,,,,,,,,,,,,
555.5,1.99,4.76,430.11,389.89,,,,,,,,,,,,
555.7,1.98,4.76,439.88,388.97,,,,,,,,,,,,
555.9,1.99,4.76,420.33,389.89,,,,,,,,,,,,
556.1,1.99,4.76,439.88,389.89,,,,,,,,,,,,
556.3,1.99,4.76,439.88,389.89,,,,,,,,,,,,
556.5,1.99,4.76,439.88,389.89,,,,,,,,,,,,
556.7,1.98,4.76,430.11,388.97,,,,,,,,,,,,
556.9,1.99,4.76,430.11,389.89,,,,,,,,,,,,
557.1,1.99,4.76,439.88,389.89,,,,,,,,,,,,
557.3,1.97,4.76,449.66,388.06,,,,,,,,,,,,
557.5,1.98,4.76,420.33,388.97,,,,,,,,,,,,
557.7,1.99,4.76,420.33,389.89,,,,,,,,,,,,
557.9,1.97,4.76,439.88,388.06,,,,,,,,,,,,
558.1,1.98,4.76,439.88,388.97,,,,,,,,,,,,
558.3,1.97,4.76,449.66,388.06,,,,,,,,,,,,
558.5,1.99,4.76,430.11,389.89,,,,,,,,,,,,
558.7,1.99,4.76,439.88,389.89,,,,,,,,,,,,
558.9,1.99,4.76,430.11,389.89,,,,,,,,,,,,
559.1,1.97,4.76,439.88,388.06,,,,,,,,,,,,
559.3,1.98,4.76,420.33,388.97,,,,,,,,,,,,
559.5,1.98,4.76,430.11,388.97,,,,,,,,,,,,
559.7,1.99,4.76,439.88,389.89,,,,,,,,,,,,
559.9,1.99,4.76,459.43,389.89,,,,,,,,,,,,
560.1,1.99,4.76,488.76,389.89,,,,,,,,,,,,
560.3,1.98,4.76,469.21,388.97,,,,,,,,,,,,
560.5,1.98,4.76,459.43,388.97,,,,,,,,,,,,
560.7,1.99,4.76,459.43,389.89,,,,,,,,,,,,
560.9,1.97,4.76,459.43,388.06,,,,,,,,,,,,
561.1,1.99,4.76,430.11,389.89,,,,,,,,,,,,
561.3,1.97,4.76,459.43,388.06,,,,,,,,,,,,
561.5,1.99,4.76,459.43,389.89,,,,,,,,,,,,
561.7,1.98,4.76,449.66,388.97,,,,,,,,,,,,
561.9,1.98,4.76,439.88,388.97,,,,,,,,,,,,
562.1,1.99,4.76,430.11,389.89,,,,,,,,,,,,
562.3,1.99,4.76,439.88,389.89,,,,,,,,,,,,
562.5,1.97,4.76,430.11,388.06,,,,,,,,,,,,
562.7,1.98,4.76,439.88,388.97,,,,,,,,,,,,
562.9,1.99,4.76,410.56,389.89,,,,,,,,,,,,
563.1,1.97,4.76,439.88,388.06,,,,,,,,,,,,
563.3,1.98,4.76,430.11,388.97,,,,,,,,,,,,
563.5,1.98,4.76,449.66,388.97,,,,,,,,,,,,
563.7,1.99,4.76,430.11,389.89,,,,,,,,,,,,
563.9,1.99,4.86,439.88,385.53,,,,,,,,,,,,
564.1,1.98,4.86,449.66,384.63,,,,,,,,,,,,
564.3,1.97,4.86,459.43,383.72,,,,,,,,,,,,
564.5,1.99,4.86,439.88,385.53,,,,,,,,,,,,
564.7,1.98,4.86,459.43,384.63,,,,,,,,,,,,
564.9,1.99,4.86,459.43,385.53,,,,,,,,,,,,
565.1,1.98,4.86,459.43,384.63,,,,,,,,,,,,
565.3,1.99,4.86,449.66,385.53,,,,,,,,,,,,
565.5,1.99,4.86,449.66,385.53,,,,,,,,,,,,
565.7,1.99,4.86,449.66,385.53,,,,,,,,,,,,
565.9,1.98,4.86,439.88,384.63,,,,,,,,,,,,
566.1,1.99,4.86,449.66,385.53,,,,,,,,,,,,
566.3,1.99,4.86,439.88,385.53,,,,,,,,,,,,
566.5,1.98,4.86,449.66,384.63,,,,,,,,,,,,
566.7,1.98,4.86,449.66,384.63,,,,,,,,,,,,
566.9,1.99,4.86,439.88,385.53,,,,,,,,,,,,
567.1,1.98,4.86,420.33,384.63,,,,,,,,,,,,
567.3,1.99,4.86,439.88,385.53,,,,,,,,,,,,
567.5,1.99,4.86,449.66,385.53,,,,,,,,,,,,
567.7,1.98,4.86,449.66,384.63,,,,,,,,,,,,
567.9,1.98,4.86,420.33,384.63,,,,,,,,,,,,
568.1,1.98,4.86,430.11,384.63,,,,,,,,,,,,
568.3,1.99,4.86,430.11,385.53,,,,,,,,,,,,
568.5,1.98,4.86,439.88,384.63,,,,,,,,,,,,
568.7,1.99,4.86,410.56,385.53,,,,,,,,,,,,
568.9,1.98,4.86,430.11,384.63,,,,,,,,,,,,
569.1,1.99,4.86,430.11,385.53,,,,,,,,,,,,
569.3,1.98,4.86,439.88,384.63,,,,,,,,,,,,
569.5,1.99,4.86,439.88,385.53,,,,,,,,,,,,
569.7,1.99,4.86,430.11,385.53,,,,,,,,,,,,
569.9,1.98,4.86,449.66,384.63,,,,,,,,,,,,
570.1,1.98,4.86,430.11,384.63,,,,,,,,,,,,
570.3,1.98,4.86,449.66,384.63,,,,,,,,,,,,
570.5,1.99,4.86,430.11,385.53,,,,,,,,,,,,
570.7,1.99,4.86,439.88,385.53,,,,,,,,,,,,
570.9,1.99,4.86,439.88,385.53,,,,,,,,,,,,
571.1,1.98,4.86,430.11,384.63,,,,,,,,,,,,
571.3,1.98,4.86,420.33,384.63,,,,,,,,,,,,
571.5,1.98,4.86,439.88,384.63,,,,,,,,,,,,
571.7,1.99,4.86,410.56,385.53,,,,,,,,,,,,
571.9,1.97,4.86,430.11,383.72,,,,,,,,,,,,
572.1,1.99,4.97,420.33,381.32,,,,,,,,,,,,
572.3,1.99,4.97,410.56,381.32,,,,,,,,,,,,
572.5,1.99,4.97,410.56,381.32,,,,,,,,,,,,
572.7,1.98,4.97,420.33,380.42,,,,,,,,,,,,
572.9,1.99,4.97,420.33,381.32,,,,,,,,,,,,
573.1,1.99,4.97,420.33,381.32,,,,,,,,,,,,
573.3,1.98,4.97,430.11,380.42,,,,,,,,,,,,
573.5,1.99,4.97,420.33,381.32,,,,,,,,,,,,
573.7,1.97,4.97,449.66,379.53,,,,,,,,,,,,
573.9,1.98,4.97,430.11,380.42,,,,,,,,,,,,
574.1,1.99,4.97,449.66,381.32,,,,,,,,,,,,
574.3,1.99,4.97,469.21,381.32,,,,,,,,,,,,
574.5,1.98,4.97,449.66,380.42,,,,,,,,,,,,
574.7,1.99,4.97,439.88,381.32,,,,,,,,,,,,
574.9,1.99,4.97,449.66,381.32,,,,,,,,,,,,
575.1,1.99,4.97,459.43,381.32,,,,,,,,,,,,
575.3,1.98,4.97,469.21,380.42,,,,,,,,,,,,
575.5,1.99,4.97,469.21,381.32,,,,,,,,,,,,
575.7,1.98,4.97,439.88,380.42,,,,,,,,,,,,
575.9,1.99,4.97,449.66,381.32,,,,,,,,,,,,
576.1,1.98,4.97,459.43,380.42,,,,,,,,,,,,
576.3,1.99,4.97,459.43,381.32,,,,,,,,,,,,
576.5,1.98,4.97,430.11,380.42,,,,,,,,,,,,
576.7,1.97,4.97,439.88,379.53,,,,,,,,,,,,
576.9,1.99,4.97,439.88,381.32,,,,,,,,,,,,
577.1,1.98,4.97,449.66,380.42,,,,,,,,,,,,
577.3,1.99,4.97,439.88,381.32,,,,,,,,,,,,
577.5,1.98,4.97,449.66,380.42,,,,,,,,,,,,
577.7,1.99,4.97,439.88,381.32,,,,,,,,,,,,
577.9,1.98,4.97,439.88,380.42,,,,,,,,,,,,
578.1,1.98,4.97,449.66,380.42,,,,,,,,,,,,
578.3,1.99,4.97,439.88,381.32,,,,,,,,,,,,
578.5,1.98,4.97,459.43,380.42,,,,,,,,,,,,
578.7,1.99,4.97,430.11,381.32,,,,,,,,,,,,
578.9,1.99,4.97,439.88,381.32,,,,,,,,,,,,
579.1,1.98,4.97,430.11,380.42,,,,,,,,,,,,
579.3,1.97,4.97,459.43,379.53,,,,,,,,,,,,
579.5,1.99,4.97,430.11,381.32,,,,,,,,,,,,
579.7,1.98,4.97,459.43,380.42,,,,,,,,,,,,
579.9,1.98,4.97,439.88,380.42,,,,,,,,,,,,
580.1,1.99,4.97,449.66,381.32,,,,,,,,,,,,
580.3,1.99,4.97,449.66,381.32,,,,,,,,,,,,
580.5,1.97,4.97,469.21,379.53,,,,,,,,,,,,
580.7,1.98,4.97,459.43,380.42,,,,,,,,,,,,
580.9,1.98,4.97,459.43,380.42,,,,,,,,,,,,
581.1,1.99,5.08,459.43,377.24,,,,,,,,,,,,
581.3,1.98,5.08,459.43,376.35,,,,,,,,,,,,
581.5,1.99,5.08,449.66,377.24,,,,,,,,,,,,
581.7,1.99,5.08,430.11,377.24,,,,,,,,,,,,
581.9,1.98,5.08,449.66,376.35,,,,,,,,,,,,
582.1,1.99,5.08,420.33,377.24,,,,,,,,,,,,
582.3,1.98,5.08,449.66,376.35,,,,,,,,,,,,
582.5,1.99,5.08,420.33,377.24,,,,,,,,,,,,
582.7,1.99,5.08,430.11,377.24,,,,,,,,,,,,
582.9,1.99,5.08,420.33,377.24,,,,,,,,,,,,
583.1,1.98,5.08,439.88,376.35,,,,,,,,,,,,
583.3,1.99,5.08,420.33,377.24,,,,,,,,,,,,
583.5,1.99,5.08,430.11,377.24,,,,,,,,,,,,
583.7,1.99,5.08,420.33,377.24,,,,,,,,,,,,
583.9,1.97,5.08,439.88,375.47,,,,,,,,,,,,
584.1,1.99,5.08,430.11,377.24,,,,,,,,,,,,
584.3,1.98,5.08,439.88,376.35,,,,,,,,,,,,
584.5,1.98,5.08,449.66,376.35,,,,,,,,,,,,
584.7,1.99,5.08,459.43,377.24,,,,,,,,,,,,
584.9,1.98,5.08,449.66,376.35,,,,,,,,,,,,
585.1,1.99,5.08,449.66,377.24,,,,,,,,,,,,
585.3,1.98,5.08,459.43,376.35,,,,,,,,,,,,
585.5,1.98,5.08,449.66,376.35,,,,,,,,,,,,
585.7,1.99,5.08,449.66,377.24,,,,,,,,,,,,
585.9,1.98,5.08,459.43,376.35,,,,,,,,,,,,
586.1,1.98,5.08,439.88,376.35,,,,,,,,,,,,
586.3,1.98,5.08,449.66,376.35,,,,,,,,,,,,
586.5,1.98,5.08,430.11,376.35,,,,,,,,,,,,
586.7,1.99,5.08,459.43,377.24,,,,,,,,,,,,
586.9,1.98,5.08,449.66,376.35,,,,,,,,,,,,
587.1,1.98,5.08,459.43,376.35,,,,,,,,,,,,
587.3,2,5.08,439.88,378.12,,,,,,,,,,,,
587.5,1.98,5.08,459.43,376.35,,,,,,,,,,,,
587.7,1.99,5.08,430.11,377.24,,,,,,,,,,,,
587.9,1.99,5.08,449.66,377.24,,,,,,,,,,,,
588.1,1.98,5.08,430.11,376.35,,,,,,,,,,,,
588.3,1.98,5.08,449.66,376.35,,,,,,,,,,,,
588.5,1.98,5.08,449.66,376.35,,,,,,,,,,,,
588.7,1.99,5.08,439.88,377.24,,,,,,,,,,,,
588.9,1.98,5.19,430.11,372.41,,,,,,,,,,,,
589.1,1.99,5.19,439.88,373.29,,,,,,,,,,,,
589.3,1.99,5.19,430.11,373.29,,,,,,,,,,,,
589.5,1.97,5.19,459.43,371.54,,,,,,,,,,,,
589.7,1.99,5.19,459.43,373.29,,,,,,,,,,,,
589.9,1.98,5.19,459.43,372.41,,,,,,,,,,,,
590.1,1.99,5.19,449.66,373.29,,,,,,,,,,,,
590.3,1.98,5.19,439.88,372.41,,,,,,,,,,,,
590.5,1.99,5.19,449.66,373.29,,,,,,,,,,,,
590.7,1.99,5.19,439.88,373.29,,,,,,,,,,,,
590.9,1.98,5.19,459.43,372.41,,,,,,,,,,,,
591.1,1.98,5.19,449.66,372.41,,,,,,,,,,,,
591.3,1.98,5.19,439.88,372.41,,,,,,,,,,,,
591.5,1.98,5.19,449.66,372.41,,,,,,,,,,,,
591.7,1.99,5.19,439.88,373.29,,,,,,,,,,,,
591.9,1.99,5.19,430.11,373.29,,,,,,,,,,,,
592.1,1.98,5.19,459.43,372.41,,,,,,,,,,,,
592.3,1.99,5.19,420.33,373.29,,,,,,,,,,,,
592.5,1.98,5.19,449.66,372.41,,,,,,,,,,,,
592.7,1.98,5.19,439.88,372.41,,,,,,,,,,,,
592.9,1.98,5.19,459.43,372.41,,,,,,,,,,,,
593.1,1.98,5.19,439.88,372.41,,,,,,,,,,,,
593.3,1.98,5.19,459.43,372.41,,,,,,,,,,,,
593.5,1.99,5.19,449.66,373.29,,,,,,,,,,,,
593.7,1.97,5.19,449.66,371.54,,,,,,,,,,,,
593.9,1.98,5.19,439.88,372.41,,,,,,,,,,,,
594.1,1.98,5.19,420.33,372.41,,,,,,,,,,,,
594.3,1.99,5.19,449.66,373.29,,,,,,,,,,,,
594.5,1.99,5.19,430.11,373.29,,,,,,,,,,,,
594.7,1.97,5.19,439.88,371.54,,,,,,,,,,,,
