=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.02.24 16:29:28 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
Adafruit DS3502 Test,,,,,
Found DS3502 chip,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),
Positive Limit Reached!,,,,,
Please Wait..,,,,,
END OF CARRIAGE RETURN LOOP,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
786,2,4.32,332.36,430.43,40
786,2,4.32,342.13,430.43,40
786,2.01,4.32,332.36,431.43,40
786,2.01,4.32,351.91,431.43,40
786,2,4.32,322.58,430.43,40
787,2.01,4.34,342.13,430.77,40
787,2.01,4.32,332.36,431.43,40
787,2,4.32,332.36,430.43,40
787,2,4.32,0,430.43,40
787,2,4.32,0,430.43,40
788,2,4.32,0,430.43,40
788,2,4.32,0,430.43,40
788,2.01,4.32,0,431.43,40
788,2.01,4.32,0,431.43,40
788,2.01,4.32,0,431.43,40
789,2.01,4.32,0,431.43,40
789,2,4.32,0,430.43,40
789,2.01,4.32,0,431.43,40
789,2,4.32,0,430.43,40
789,2,4.31,0,431.1,40
790,2,4.31,0,431.1,40
790,2.01,4.32,0,431.43,40
790,2,4.31,351.91,431.1,40
790,2.01,4.32,342.13,431.43,40
790,2,4.32,351.91,430.43,40
791,2.01,4.32,322.58,431.43,40
791,2.01,4.32,332.36,431.43,40
791,2.01,4.32,332.36,431.43,40
791,2,4.32,322.58,430.43,40
791,2,4.32,322.58,430.43,40
792,2,4.32,332.36,430.43,40
792,2,4.32,312.81,430.43,40
792,2,4.32,303.03,430.43,40
792,2.01,4.32,293.26,431.43,40
792,2.01,4.32,312.81,431.43,40
793,2.01,4.32,303.03,431.43,40
793,2,4.32,293.26,430.43,40
793,2.01,4.32,303.03,431.43,40
793,2,4.32,303.03,430.43,40
793,2,4.32,322.58,430.43,40
794,2,4.31,312.81,431.1,40
794,2.01,4.32,312.81,431.43,40
794,1.99,4.32,332.36,429.43,40
794,2,4.32,332.36,430.43,40
794,2.01,4.31,361.68,432.11,40
795,2.01,4.32,342.13,431.43,40
795,2,4.32,351.91,430.43,40
795,2.01,4.32,351.91,431.43,40
795,2,4.32,361.68,430.43,40
795,2,4.32,351.91,430.43,40
796,1.99,4.32,351.91,429.43,40
796,2.01,4.32,351.91,431.43,40
796,2,4.32,342.13,430.43,40
796,2.01,4.32,351.91,431.43,40
796,2.01,4.32,351.91,431.43,40
797,2,4.32,351.91,430.43,40
797,2,4.32,342.13,430.43,40
797,2,4.32,342.13,430.43,40
797,2,4.31,351.91,431.1,40
797,2,4.32,332.36,430.43,40
798,2,4.31,322.58,431.1,40
798,2,4.31,332.36,431.1,40
798,2,4.32,351.91,430.43,40
798,2,4.32,351.91,430.43,40
798,2,4.32,332.36,430.43,40
799,2.01,4.32,342.13,431.43,40
799,2.01,4.32,322.58,431.43,40
799,2.01,4.32,303.03,431.43,40
799,2,4.32,303.03,430.43,40
799,2,4.32,293.26,430.43,40
800,2.01,4.32,303.03,431.43,40
800,1.99,4.32,273.7,429.43,40
800,2,4.31,283.48,431.1,40
800,2,4.32,312.81,430.43,40
800,2,4.34,332.36,429.77,40
801,2,4.35,312.81,429.1,40
801,2.01,4.32,342.13,431.43,40
801,2,4.32,332.36,430.43,40
801,2.01,4.31,342.13,432.11,40
801,2.01,4.32,312.81,431.43,40
802,2,4.31,322.58,431.1,40
802,2,4.32,332.36,430.43,40
802,2,4.32,322.58,430.43,40
802,2.01,4.32,322.58,431.43,40
802,2.01,4.32,322.58,431.43,40
803,2.01,4.32,312.81,431.43,40
803,2,4.32,342.13,430.43,40
803,2,4.32,312.81,430.43,40
803,2,4.32,312.81,430.43,40
803,2,4.31,312.81,431.1,40
804,2,4.32,312.81,430.43,40
804,1.99,4.32,312.81,429.43,40
804,2,4.32,293.26,430.43,40
804,2,4.32,303.03,430.43,40
804,2,4.32,303.03,430.43,40
805,2.01,4.32,293.26,431.43,40
805,2,4.32,322.58,430.43,40
805,2,4.32,293.26,430.43,40
805,2.01,4.32,293.26,431.43,40
805,2,4.31,293.26,431.1,40
806,1.99,4.32,293.26,429.43,40
806,2.01,4.32,303.03,431.43,40
806,2.01,4.32,293.26,431.43,40
806,2,4.32,283.48,430.43,40
806,2.01,4.34,293.26,430.77,40
807,2,4.32,303.03,430.43,40
807,2,4.32,303.03,430.43,40
807,2,4.32,293.26,430.43,40
807,2,4.31,293.26,431.1,40
807,2,4.32,312.81,430.43,40
808,2,4.32,303.03,430.43,40
808,2,4.32,332.36,430.43,40
808,2,4.34,322.58,429.77,40
808,2.01,4.32,322.58,431.43,40
808,2.01,4.32,332.36,431.43,40
809,2.01,4.32,342.13,431.43,40
809,2.01,4.31,332.36,432.11,40
809,2,4.31,351.91,431.1,40
809,1.99,4.32,312.81,429.43,40
809,2,4.32,312.81,430.43,40
810,2.01,4.32,332.36,431.43,40
810,2.01,4.32,351.91,431.43,40
810,2,4.32,332.36,430.43,40
810,2,4.32,342.13,430.43,40
810,2,4.32,342.13,430.43,40
811,2,4.32,342.13,430.43,40
811,2,4.32,332.36,430.43,40
811,2,4.32,332.36,430.43,40
811,2.01,4.32,332.36,431.43,40
811,2,4.32,342.13,430.43,40
812,2,4.32,351.91,430.43,40
812,2,4.28,351.91,432.45,39
812,2,4.32,342.13,430.43,40
812,2,4.32,342.13,430.43,40
812,1.99,4.32,332.36,429.43,40
813,2.01,4.32,322.58,431.43,40
813,2,4.32,332.36,430.43,40
813,2,4.32,351.91,430.43,40
813,2.01,4.32,342.13,431.43,40
813,2.01,4.34,342.13,430.77,40
814,2,4.32,351.91,430.43,40
814,2,4.32,342.13,430.43,40
814,2,4.32,322.58,430.43,40
814,2,4.32,361.68,430.43,40
814,2,4.32,332.36,430.43,40
815,2,4.32,332.36,430.43,40
815,2,4.32,332.36,430.43,40
815,2.01,4.32,322.58,431.43,40
815,2.01,4.32,322.58,431.43,40
815,2.01,4.32,332.36,431.43,40
816,2.01,4.31,332.36,432.11,40
816,2,4.32,322.58,430.43,40
816,2,4.32,332.36,430.43,40
816,2,4.32,322.58,430.43,40
816,2,4.32,312.81,430.43,40
817,2,4.32,312.81,430.43,40
817,2,4.31,303.03,431.1,40
817,2.01,4.32,303.03,431.43,40
817,2,4.32,303.03,430.43,40
817,2,4.32,303.03,430.43,40
818,2,4.32,273.7,430.43,40
818,2,4.34,293.26,429.77,40
818,2,4.31,283.48,431.1,40
818,2,4.34,283.48,429.77,40
818,2.01,4.34,303.03,430.77,40
819,2,4.32,283.48,430.43,40
819,2.01,4.32,312.81,431.43,40
819,2,4.32,312.81,430.43,40
819,2.01,4.32,303.03,431.43,40
819,2,4.31,312.81,431.1,40
820,2,4.31,312.81,431.1,40
820,1.99,4.32,303.03,429.43,40
820,2.01,4.32,332.36,431.43,40
820,2.01,4.32,332.36,431.43,40
820,2.01,4.32,332.36,431.43,40
821,2,4.32,322.58,430.43,40
821,2.01,4.32,332.36,431.43,40
821,2,4.32,332.36,430.43,40
821,2,4.32,332.36,430.43,40
821,1.99,4.31,342.13,430.1,40
822,2,4.32,322.58,430.43,40
822,2,4.32,342.13,430.43,40
822,2,4.32,351.91,430.43,40
822,2,4.32,351.91,430.43,40
822,2.01,4.32,312.81,431.43,40
823,2.01,4.32,351.91,431.43,40
823,2,4.34,342.13,429.77,40
823,2.01,4.32,351.91,431.43,40
823,2.01,4.32,342.13,431.43,40
823,2,4.31,361.68,431.1,40
824,2,4.32,361.68,430.43,40
824,2.01,4.32,361.68,431.43,40
824,2,4.32,351.91,430.43,40
824,2,4.32,361.68,430.43,40
824,2,4.32,351.91,430.43,40
825,2.01,4.32,351.91,431.43,40
825,2,4.32,342.13,430.43,40
825,2,4.32,342.13,430.43,40
825,2,4.32,322.58,430.43,40
825,2,4.32,322.58,430.43,40
826,1.99,4.32,332.36,429.43,40
826,2.03,4.32,303.03,433.43,40
826,1.99,4.32,312.81,429.43,40
826,2.01,4.32,332.36,431.43,40
826,2,4.32,332.36,430.43,40
827,2.02,4.32,342.13,432.43,40
827,2.01,4.32,342.13,431.43,40
827,2.02,4.32,351.91,432.43,40
827,2,4.32,342.13,430.43,40
827,2,4.31,361.68,431.1,40
828,2.01,4.31,351.91,432.11,40
828,2.01,4.32,342.13,431.43,40
828,2,4.32,342.13,430.43,40
828,2,4.32,351.91,430.43,40
828,2.01,4.32,351.91,431.43,40
829,2.01,4.32,342.13,431.43,40
829,2,4.32,361.68,430.43,40
829,2,4.32,332.36,430.43,40
829,1.99,4.32,342.13,429.43,40
829,1.99,4.32,332.36,429.43,40
830,2,4.31,312.81,431.1,40
830,2.01,4.32,322.58,431.43,40
830,2.01,4.32,342.13,431.43,40
830,2,4.31,312.81,431.1,40
830,2.01,4.32,332.36,431.43,40
831,2.01,4.32,332.36,431.43,40
831,2,4.3,332.36,431.78,40
831,2,4.32,322.58,430.43,40
831,2,4.32,322.58,430.43,40
831,2.01,4.32,312.81,431.43,40
832,2,4.32,322.58,430.43,40
832,2,4.32,342.13,430.43,40
832,2.01,4.32,322.58,431.43,40
832,2.01,4.34,322.58,430.77,40
832,2.01,4.31,332.36,432.11,40
833,2,4.32,332.36,430.43,40
833,2,4.34,322.58,429.77,40
833,2,4.32,342.13,430.43,40
833,2,4.32,342.13,430.43,40
833,2.01,4.32,332.36,431.43,40
834,2,4.32,351.91,430.43,40
834,2,4.32,342.13,430.43,40
834,2.01,4.32,332.36,431.43,40
834,2.01,4.32,332.36,431.43,40
834,2.02,4.32,351.91,432.43,40
835,2,4.32,342.13,430.43,40
835,1.99,4.31,342.13,430.1,40
835,2,4.32,332.36,430.43,40
835,2.01,4.32,351.91,431.43,40
835,2,4.34,400.78,429.77,40
836,2,4.32,557.18,430.43,40
836,2.01,4.34,518.08,430.77,40
836,2,4.32,420.33,430.43,40
836,2,4.32,391.01,430.43,40
836,2,4.32,361.68,430.43,40
837,2,4.32,371.46,430.43,40
837,2,4.32,371.46,430.43,40
837,2.01,4.32,371.46,431.43,40
837,2.01,4.31,391.01,432.11,40
837,2,4.32,391.01,430.43,40
838,2.01,4.32,381.23,431.43,40
838,2,4.32,381.23,430.43,40
838,2.01,4.32,391.01,431.43,40
838,2,4.32,391.01,430.43,40
838,2,4.31,381.23,431.1,40
839,2,4.32,391.01,430.43,40
839,2.01,4.31,400.78,432.11,40
839,2.01,4.32,391.01,431.43,40
839,2.01,4.34,400.78,430.77,40
839,2.01,4.32,391.01,431.43,40
840,2.01,4.34,400.78,430.77,40
840,2,4.32,410.56,430.43,40
840,2,4.32,391.01,430.43,40
840,2,4.31,391.01,431.1,40
840,1.99,4.32,391.01,429.43,40
841,1.99,4.32,400.78,429.43,40
841,2,4.32,420.33,430.43,40
841,2.01,4.32,410.56,431.43,40
841,2.01,4.32,381.23,431.43,40
841,2,4.32,391.01,430.43,40
842,2,4.32,381.23,430.43,40
842,2,4.31,381.23,431.1,40
842,2,4.32,371.46,430.43,40
842,2,4.32,381.23,430.43,40
842,2,4.32,381.23,430.43,40
843,2.01,4.32,391.01,431.43,40
843,2.01,4.32,400.78,431.43,40
843,2.01,4.34,391.01,430.77,40
843,2.01,4.32,381.23,431.43,40
843,2,4.32,391.01,430.43,40
844,2,4.32,381.23,430.43,40
844,2,4.32,391.01,430.43,40
844,2,4.32,391.01,430.43,40
844,1.99,4.32,381.23,429.43,40
844,2.01,4.3,400.78,432.78,40
845,2,4.32,400.78,430.43,40
845,2.01,4.32,400.78,431.43,40
845,2,4.32,400.78,430.43,40
845,2,4.31,391.01,431.1,40
845,2.01,4.31,391.01,432.11,40
846,2.01,4.32,371.46,431.43,40
846,2,4.32,371.46,430.43,40
846,2,4.31,391.01,431.1,40
846,2.01,4.32,381.23,431.43,40
846,2.01,4.32,410.56,431.43,40
847,2,4.34,400.78,429.77,40
847,2.01,4.32,400.78,431.43,40
847,2.01,4.32,391.01,431.43,40
847,2,4.32,420.33,430.43,40
847,2,4.32,400.78,430.43,40
848,2,4.31,391.01,431.1,40
848,2,4.32,391.01,430.43,40
848,1.99,4.32,381.23,429.43,40
848,2.01,4.32,391.01,431.43,40
848,2,4.34,391.01,429.77,40
849,2,4.32,381.23,430.43,40
849,2.01,4.32,391.01,431.43,40
849,2.01,4.32,391.01,431.43,40
849,2,4.32,381.23,430.43,40
849,2.01,4.32,381.23,431.43,40
850,2,4.32,381.23,430.43,40
850,2,4.31,391.01,431.1,40
850,2,4.31,410.56,431.1,40
850,2.01,4.32,391.01,431.43,40
850,2.01,4.32,381.23,431.43,40
851,2,4.34,371.46,429.77,40
851,2,4.32,400.78,430.43,40
851,2,4.32,420.33,430.43,40
851,2,4.32,410.56,430.43,40
851,2,4.32,381.23,430.43,40
852,2,4.32,371.46,430.43,40
852,2,4.31,371.46,431.1,40
852,1.99,4.32,391.01,429.43,40
852,2,4.32,381.23,430.43,40
852,2,4.32,391.01,430.43,40
853,2,4.32,381.23,430.43,40
853,2.01,4.32,381.23,431.43,40
853,2,4.32,381.23,430.43,40
853,2.01,4.32,391.01,431.43,40
853,2,4.32,381.23,430.43,40
854,2,4.31,342.13,431.1,40
854,2,4.32,351.91,430.43,40
854,2,4.32,361.68,430.43,40
854,2,4.32,332.36,430.43,40
854,2,4.32,371.46,430.43,40
855,2.01,4.32,371.46,431.43,40
855,2,4.32,371.46,430.43,40
855,2,4.32,361.68,430.43,40
855,2,4.32,361.68,430.43,40
855,2,4.32,371.46,430.43,40
856,2,4.31,361.68,431.1,40
856,1.99,4.32,371.46,429.43,40
856,2,4.32,361.68,430.43,40
856,2,4.32,381.23,430.43,40
856,2,4.32,381.23,430.43,40
857,2.01,4.32,361.68,431.43,40
857,2,4.32,381.23,430.43,40
857,2,4.32,391.01,430.43,40
857,2,4.32,381.23,430.43,40
857,2,4.31,381.23,431.1,40
858,2,4.31,400.78,431.1,40
858,2,4.32,400.78,430.43,40
858,2,4.32,381.23,430.43,40
858,2.01,4.32,381.23,431.43,40
858,2,4.31,381.23,431.1,40
859,2.01,4.32,400.78,431.43,40
859,2,4.32,400.78,430.43,40
859,2.01,4.32,400.78,431.43,40
859,2,4.32,391.01,430.43,40
859,2,4.32,391.01,430.43,40
860,2,4.32,391.01,430.43,40
860,2,4.32,391.01,430.43,40
860,2,4.32,430.11,430.43,40
860,2,4.31,381.23,431.1,40
860,2.01,4.32,391.01,431.43,40
861,2.01,4.32,391.01,431.43,40
861,2.01,4.32,391.01,431.43,40
861,2,4.32,391.01,430.43,40
861,2,4.32,391.01,430.43,40
861,2.01,4.32,381.23,431.43,40
862,2,4.32,381.23,430.43,40
862,2,4.31,381.23,431.1,40
862,2,4.31,351.91,431.1,40
862,2,4.32,371.46,430.43,40
862,2.01,4.32,381.23,431.43,40
863,2,4.32,371.46,430.43,40
863,2.01,4.32,381.23,431.43,40
863,2.01,4.32,381.23,431.43,40
863,2.01,4.32,391.01,431.43,40
863,2.01,4.32,381.23,431.43,40
864,2.01,4.32,371.46,431.43,40
864,2,4.32,381.23,430.43,40
864,2,4.31,381.23,431.1,40
864,2,4.31,351.91,431.1,40
864,2,4.31,361.68,431.1,40
865,1.99,4.32,361.68,429.43,40
865,2,4.31,351.91,431.1,40
865,2,4.31,371.46,431.1,40
865,1.99,4.32,332.36,429.43,40
865,2,4.32,332.36,430.43,40
866,2.01,4.32,322.58,431.43,40
866,2,4.32,361.68,430.43,40
866,2,4.32,361.68,430.43,40
866,2,4.31,351.91,431.1,40
866,2,4.32,342.13,430.43,40
867,2.01,4.34,361.68,430.77,40
867,2,4.31,361.68,431.1,40
867,2,4.32,351.91,430.43,40
867,2,4.31,361.68,431.1,40
867,2.01,4.32,361.68,431.43,40
868,2,4.32,361.68,430.43,40
868,2.01,4.34,371.46,430.77,40
868,2,4.32,361.68,430.43,40
868,2.01,4.32,371.46,431.43,40
868,2,4.32,361.68,430.43,40
869,2,4.32,342.13,430.43,40
869,2,4.32,351.91,430.43,40
869,1.99,4.31,361.68,430.1,40
869,1.99,4.32,342.13,429.43,40
869,2.01,4.32,351.91,431.43,40
870,2,4.32,351.91,430.43,40
870,2.01,4.32,351.91,431.43,40
870,2.01,4.32,381.23,431.43,40
870,2.01,4.32,371.46,431.43,40
870,2,4.32,371.46,430.43,40
871,2.01,4.32,371.46,431.43,40
871,2.01,4.32,361.68,431.43,40
871,2.01,4.32,371.46,431.43,40
871,2,4.32,361.68,430.43,40
871,2,4.32,371.46,430.43,40
872,2.01,4.31,371.46,432.11,40
872,2,4.31,361.68,431.1,40
872,2,4.31,351.91,431.1,40
872,2,4.32,371.46,430.43,40
872,2,4.32,371.46,430.43,40
873,2.01,4.34,371.46,430.77,40
873,2,4.32,351.91,430.43,40
873,2.01,4.32,361.68,431.43,40
873,2.01,4.32,371.46,431.43,40
873,2,4.32,361.68,430.43,40
874,2,4.32,351.91,430.43,40
874,2,4.32,361.68,430.43,40
874,2,4.32,361.68,430.43,40
874,1.99,4.32,351.91,429.43,40
874,1.99,4.32,371.46,429.43,40
875,2,4.32,361.68,430.43,40
875,2.01,4.32,371.46,431.43,40
875,2,4.32,371.46,430.43,40
875,2.01,4.32,371.46,431.43,40
875,2.01,4.31,361.68,432.11,40
876,2,4.34,361.68,429.77,40
876,2.01,4.32,371.46,431.43,40
876,2,4.32,371.46,430.43,40
876,2,4.32,361.68,430.43,40
876,2,4.32,361.68,430.43,40
877,2.01,4.32,361.68,431.43,40
877,2,4.32,351.91,430.43,40
877,2,4.32,361.68,430.43,40
877,2,4.32,361.68,430.43,40
877,2.01,4.32,351.91,431.43,40
878,2.01,4.32,342.13,431.43,40
878,2.01,4.34,361.68,430.77,40
878,2.01,4.32,332.36,431.43,40
878,2,4.32,351.91,430.43,40
878,2,4.32,332.36,430.43,40
879,2,4.32,332.36,430.43,40
879,2,4.32,322.58,430.43,40
879,2,4.32,342.13,430.43,40
879,2,4.32,342.13,430.43,40
879,2,4.32,351.91,430.43,40
880,2.01,4.32,351.91,431.43,40
880,2.01,4.34,342.13,430.77,40
880,2.01,4.32,361.68,431.43,40
880,2.01,4.32,351.91,431.43,40
880,2,4.32,361.68,430.43,40
881,2.01,4.32,361.68,431.43,40
881,2,4.31,351.91,431.1,40
881,2,4.31,342.13,431.1,40
881,2,4.31,381.23,431.1,40
881,2,4.32,361.68,430.43,40
882,2.01,4.32,351.91,431.43,40
882,2,4.32,332.36,430.43,40
882,2.01,4.32,391.01,431.43,40
882,2,4.32,371.46,430.43,40
882,2,4.32,351.91,430.43,40
883,2,4.32,351.91,430.43,40
883,2.01,4.32,351.91,431.43,40
883,1.99,4.31,351.91,430.1,40
883,2,4.34,351.91,429.77,40
883,1.99,4.32,361.68,429.43,40
884,2,4.32,351.91,430.43,40
884,2.01,4.32,361.68,431.43,40
884,2,4.32,342.13,430.43,40
884,2.01,4.32,351.91,431.43,40
884,2.01,4.34,351.91,430.77,40
885,2.01,4.32,361.68,431.43,40
885,2,4.32,381.23,430.43,40
885,2,4.31,381.23,431.1,40
885,2,4.32,371.46,430.43,40
885,2.01,4.32,342.13,431.43,40
886,1.99,4.32,361.68,429.43,40
886,2,4.32,351.91,430.43,40
886,2,4.32,361.68,430.43,40
886,2,4.32,371.46,430.43,40
886,2,4.32,361.68,430.43,40
887,2,4.32,371.46,430.43,40
887,2,4.32,371.46,430.43,40
887,2,4.32,361.68,430.43,40
887,2.01,4.32,351.91,431.43,40
887,2,4.32,361.68,430.43,40
888,1.99,4.31,351.91,430.1,40
888,2,4.32,351.91,430.43,40
888,2,4.34,371.46,429.77,40
888,2,4.32,371.46,430.43,40
888,2,4.32,361.68,430.43,40
889,2,4.32,342.13,430.43,40
889,2,4.32,342.13,430.43,40
889,2,4.32,332.36,430.43,40
889,2,4.32,342.13,430.43,40
889,2,4.31,322.58,431.1,40
890,2,4.32,351.91,430.43,40
890,2,4.32,342.13,430.43,40
890,2.01,4.32,351.91,431.43,40
890,2,4.32,342.13,430.43,40
890,2.01,4.34,342.13,430.77,40
891,2.01,4.32,332.36,431.43,40
891,2,4.32,351.91,430.43,40
891,2,4.32,351.91,430.43,40
891,2,4.32,361.68,430.43,40
891,2,4.32,342.13,430.43,40
892,1.99,4.32,332.36,429.43,40
892,2.01,4.32,332.36,431.43,40
892,2.01,4.32,342.13,431.43,40
892,2.01,4.32,351.91,431.43,40
892,2.02,4.32,351.91,432.43,40
893,2.01,4.32,342.13,431.43,40
893,2.01,4.32,342.13,431.43,40
893,2.01,4.32,332.36,431.43,40
893,2,4.32,342.13,430.43,40
893,2,4.31,342.13,431.1,40
894,2,4.31,332.36,431.1,40
894,2,4.31,342.13,431.1,40
894,2,4.32,342.13,430.43,40
894,2,4.32,332.36,430.43,40
894,2,4.32,342.13,430.43,40
895,2.01,4.34,342.13,430.77,40
895,2,4.32,351.91,430.43,40
895,2.01,4.32,332.36,431.43,40
895,2,4.32,351.91,430.43,40
895,2.01,4.32,351.91,431.43,40
896,2,4.32,342.13,430.43,40
896,1.99,4.32,351.91,429.43,40
896,2,4.32,351.91,430.43,40
896,1.99,4.32,351.91,429.43,40
896,2,4.34,332.36,429.77,40
897,2,4.32,351.91,430.43,40
897,2,4.32,361.68,430.43,40
897,2.01,4.32,361.68,431.43,40
897,2,4.32,371.46,430.43,40
897,2.01,4.32,351.91,431.43,40
898,2,4.32,361.68,430.43,40
898,2,4.32,371.46,430.43,40
898,2,4.31,342.13,431.1,40
898,2,4.32,342.13,430.43,40
898,2,4.32,351.91,430.43,40
899,2,4.31,381.23,431.1,40
899,2,4.32,361.68,430.43,40
899,2,4.31,361.68,431.1,40
899,2.01,4.35,361.68,430.1,40
899,2.01,4.32,381.23,431.43,40
900,2,4.31,371.46,431.1,40
900,2.01,4.32,371.46,431.43,40
900,2,4.32,342.13,430.43,40
900,2,4.32,351.91,430.43,40
900,2,4.32,351.91,430.43,40
901,2,4.32,351.91,430.43,40
901,2,4.32,351.91,430.43,40
901,1.99,4.32,361.68,429.43,40
901,2,4.32,351.91,430.43,40
901,2,4.34,361.68,429.77,40
902,2.01,4.32,342.13,431.43,40
902,2,4.32,361.68,430.43,40
902,2.01,4.32,361.68,431.43,40
902,2,4.32,361.68,430.43,40
902,2.01,4.32,351.91,431.43,40
903,2,4.31,342.13,431.1,40
903,2.01,4.32,332.36,431.43,40
903,2,4.32,332.36,430.43,40
903,1.99,4.32,332.36,429.43,40
903,1.99,4.32,342.13,429.43,40
904,2.01,4.32,342.13,431.43,40
904,2,4.32,332.36,430.43,40
904,2,4.32,332.36,430.43,40
904,2.01,4.32,332.36,431.43,40
904,2,4.32,332.36,430.43,40
905,2,4.32,322.58,430.43,40
905,2,4.32,312.81,430.43,40
905,2,4.31,322.58,431.1,40
905,2,4.32,322.58,430.43,40
905,2.01,4.34,312.81,430.77,40
906,2,4.34,332.36,429.77,40
906,2,4.32,342.13,430.43,40
906,2,4.32,351.91,430.43,40
906,2.01,4.32,361.68,431.43,40
906,2,4.32,381.23,430.43,40
907,2.01,4.31,351.91,432.11,40
907,1.99,4.31,351.91,430.1,40
907,1.99,4.31,361.68,430.1,40
907,1.99,4.31,351.91,430.1,40
907,2,4.31,371.46,431.1,40
908,2,4.32,361.68,430.43,40
908,2.01,4.34,351.91,430.77,40
908,2,4.32,351.91,430.43,40
908,2.01,4.32,351.91,431.43,40
908,2,4.32,322.58,430.43,40
909,2,4.32,332.36,430.43,40
909,2.01,4.32,361.68,431.43,40
909,2,4.32,342.13,430.43,40
909,1.99,4.32,351.91,429.43,40
909,2,4.32,351.91,430.43,40
910,2,4.3,361.68,431.78,40
910,2.01,4.32,351.91,431.43,40
910,2.01,4.32,361.68,431.43,40
910,1.99,4.32,351.91,429.43,40
910,2.01,4.32,361.68,431.43,40
911,2.01,4.32,361.68,431.43,40
911,2.01,4.32,371.46,431.43,40
911,2,4.32,381.23,430.43,40
911,2,4.31,371.46,431.1,40
911,2,4.32,342.13,430.43,40
912,2.01,4.31,361.68,432.11,40
912,1.99,4.31,400.78,430.1,40
912,2,4.32,381.23,430.43,40
912,2.01,4.34,371.46,430.77,40
912,2,4.32,381.23,430.43,40
913,2,4.32,381.23,430.43,40
913,2.01,4.32,381.23,431.43,40
913,2.01,4.32,371.46,431.43,40
913,2,4.32,361.68,430.43,40
913,2,4.32,361.68,430.43,40
914,2,4.32,351.91,430.43,40
914,2,4.31,351.91,431.1,40
914,2,4.32,361.68,430.43,40
914,2,4.32,361.68,430.43,40
914,2,4.32,381.23,430.43,40
915,2.01,4.32,351.91,431.43,40
915,2,4.32,381.23,430.43,40
915,2.01,4.32,361.68,431.43,40
915,2.01,4.32,371.46,431.43,40
915,2,4.32,371.46,430.43,40
916,2.01,4.32,381.23,431.43,40
916,2.01,4.31,381.23,432.11,40
916,2.01,4.31,391.01,432.11,40
916,1.99,4.32,381.23,429.43,40
916,2.01,4.32,381.23,431.43,40
917,2,4.32,371.46,430.43,40
917,2.01,4.34,381.23,430.77,40
917,2,4.32,381.23,430.43,40
917,2.01,4.32,400.78,431.43,40
917,2,4.32,400.78,430.43,40
918,2.01,4.34,391.01,430.77,40
918,2.01,4.32,381.23,431.43,40
918,2.01,4.32,361.68,431.43,40
918,2,4.32,391.01,430.43,40
918,2,4.32,371.46,430.43,40
919,2,4.32,391.01,430.43,40
919,1.99,4.31,400.78,430.1,40
919,2,4.32,381.23,430.43,40
919,1.99,4.32,391.01,429.43,40
919,2,4.3,410.56,431.78,40
920,2.01,4.32,410.56,431.43,40
920,2.01,4.32,400.78,431.43,40
920,2,4.32,400.78,430.43,40
920,2.01,4.32,410.56,431.43,40
920,2.01,4.31,410.56,432.11,40
921,2.01,4.31,381.23,432.11,40
921,2,4.31,400.78,431.1,40
921,2,4.34,410.56,429.77,40
921,2.01,4.32,410.56,431.43,40
921,2.01,4.34,430.11,430.77,40
922,2,4.32,420.33,430.43,40
922,2.01,4.32,430.11,431.43,40
922,2,4.32,420.33,430.43,40
922,2,4.32,400.78,430.43,40
922,2,4.32,391.01,430.43,40
923,2,4.32,391.01,430.43,40
923,1.99,4.32,391.01,429.43,40
923,1.99,4.34,391.01,428.77,40
923,1.99,4.32,400.78,429.43,40
923,2,4.32,391.01,430.43,40
924,2.01,4.32,371.46,431.43,40
924,2.01,4.32,400.78,431.43,40
924,2.02,4.31,410.56,433.11,40
924,2,4.32,400.78,430.43,40
924,2.01,4.32,420.33,431.43,40
925,2,4.32,420.33,430.43,40
925,2.01,4.31,420.33,432.11,40
925,2,4.31,420.33,431.1,40
925,2.01,4.32,420.33,431.43,40
925,2,4.31,420.33,431.1,40
926,1.99,4.32,391.01,429.43,40
926,2.01,4.32,410.56,431.43,40
926,2.01,4.32,400.78,431.43,40
926,2,4.34,391.01,429.77,40
926,2,4.32,381.23,430.43,40
927,2.01,4.32,391.01,431.43,40
927,2,4.32,381.23,430.43,40
927,2,4.34,361.68,429.77,40
927,2,4.32,361.68,430.43,40
927,1.99,4.31,400.78,430.1,40
928,2.01,4.32,371.46,431.43,40
928,2,4.34,381.23,429.77,40
928,1.99,4.32,391.01,429.43,40
928,2.01,4.32,420.33,431.43,40
928,2,4.32,430.11,430.43,40
929,2.01,4.32,410.56,431.43,40
929,2,4.32,410.56,430.43,40
929,2.01,4.31,400.78,432.11,40
929,2,4.31,391.01,431.1,40
929,2,4.32,410.56,430.43,40
930,2,4.32,420.33,430.43,40
930,2.01,4.32,439.88,431.43,40
930,2,4.32,459.43,430.43,40
930,2.01,4.32,625.61,431.43,40
930,2,4.32,518.08,430.43,40
931,2,4.32,459.43,430.43,40
931,2,4.32,420.33,430.43,40
931,2.01,4.32,420.33,431.43,40
931,2,4.31,410.56,431.1,40
931,2,4.32,420.33,430.43,40
932,1.99,4.32,410.56,429.43,40
